SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408
26694,64.61,47.31,72.52,70.5,60.79,43.57,66.59,80.12,72.31,83.48,54.43,21.8,46.48,6.88,72.11,29.99,8.83,11.26,,2.47,0.17,,10.09,,,,,,,
19026,31.49,30.7,26.89,27.93,10.79,14.16,9.48,13.51,5.35,57.59,12.32,16.32,20.99,0.3,21.33,31.16,43.14,,,,,,0.97,,,,,,,
235214,96.1,91.26,85.99,96.84,60.46,55.74,72.07,99.99,32.95,99.98,97.39,59.96,60.84,54.29,99.99,2.9,28.65,19.14,8.82,,,1.74,0.0,,,,43.38,,,
78513,24.06,28.5,19.73,22.39,10.19,9.08,6.33,9.66,6.36,24.98,14.03,7.06,4.23,7.28,,11.03,44.51,2.96,,,,,,,,,,,,
76313,21.55,34.49,12.03,29.82,18.43,41.69,23.57,9.77,20.11,37.69,17.41,33.92,37.0,4.3,,5.45,,,,35.97,,,,,,,,,,
18097,67.36,11.98,15.16,23.39,16.55,21.16,14.22,9.63,41.57,12.88,5.07,1.91,58.12,55.88,8.41,3.32,,,,,29.8,,,,,,,,,
7496,94.1,69.54,91.5,99.53,99.09,99.63,96.72,94.36,99.99,96.45,26.06,92.34,28.48,96.44,64.49,9.57,0.82,7.19,,,,,,0.15,,,,,,
72942,85.24,78.82,83.26,95.18,84.65,78.81,71.08,80.83,83.22,84.76,74.62,59.05,45.42,60.84,69.5,51.79,79.08,51.84,83.02,,,,2.12,1.04,0.17,,,0.0,,
53594,97.23,67.66,81.84,15.87,32.73,18.33,50.33,41.65,0.39,80.36,36.45,52.22,2.38,5.13,,8.79,97.18,,9.72,,,,,,,,,,,
62093,52.49,1.82,36.93,45.96,22.53,44.19,36.81,45.36,11.08,43.07,,69.46,39.15,5.98,,0.15,88.65,0.17,,,,54.2,,,,,,,,
15888,85.24,50.07,26.76,48.85,0.2,6.28,3.33,6.01,12.46,23.14,0.0,,,0.7,36.99,2.39,0.37,4.46,,,,,,,,,,,,
5462,45.38,75.47,77.66,45.09,58.48,43.69,5.51,9.52,40.14,32.34,8.83,50.6,6.4,2.84,,7.92,0.0,,,,,,,,,,,,,
27692,96.52,82.71,87.45,98.51,99.19,94.25,96.97,95.6,99.99,99.91,44.82,63.94,23.2,9.07,77.63,20.38,38.02,26.35,,,25.37,,,0.15,,,,,,
41115,95.87,61.57,90.74,62.71,52.6,81.9,5.91,40.35,32.65,95.77,75.28,69.94,23.43,1.62,,3.57,17.8,8.21,,,35.08,,,,,,,0.0,,
75719,11.52,18.78,15.65,17.44,4.87,15.77,5.11,1.02,5.25,82.38,,0.0,9.48,9.91,,13.22,,,,,,,,,,,,,,
29744,69.12,46.26,28.92,60.35,70.69,97.43,1.74,6.73,91.63,52.95,20.75,78.18,14.41,48.15,66.68,31.27,,,,,,,,,,,,,,
75611,60.13,32.02,91.23,89.58,98.86,88.51,12.44,90.86,94.89,92.31,24.86,58.77,96.38,8.65,42.39,8.12,1.99,0.19,,,,,,,,,,,,
182784,73.69,76.74,83.36,77.83,71.83,72.39,55.45,59.21,81.79,73.48,61.72,49.64,61.91,14.58,47.89,21.79,50.87,20.16,40.32,0.0,0.3,,0.0,,,,23.95,,,
103835,,,,,,,,,,,,,,,,29.39,,,,,,,,,,,,,,
35235,44.2,9.6,12.73,22.74,51.18,45.58,15.39,2.09,2.4,8.74,10.97,49.72,12.66,6.73,,0.8,0.0,1.17,3.1,,,3.2,,19.26,,,,,,
113199,99.25,81.25,81.04,91.2,67.16,72.49,99.99,98.49,11.51,99.98,5.94,37.86,99.59,4.1,0.0,1.53,2.64,,1.81,,,,,,,10.91,,,,
66606,8.85,2.04,2.99,4.19,3.05,14.46,13.65,13.94,0.18,0.39,21.36,0.0,,1.9,,0.16,,,,,,,,,,,,,,
76912,12.36,20.41,8.68,64.82,39.42,95.67,0.68,49.76,23.26,76.71,37.48,94.6,31.7,4.56,0.74,4.78,0.16,1.29,,10.34,2.57,,,,,,,,,
36071,78.12,72.04,73.89,75.07,75.69,59.33,37.74,74.53,54.6,63.59,62.35,70.9,29.21,29.13,18.29,5.74,36.84,10.76,0.3,0.8,17.07,0.59,0.33,,,,,,,
84317,26.09,27.29,26.46,56.56,53.15,68.32,58.13,23.59,31.59,1.42,25.04,17.28,0.18,0.0,25.35,20.26,,,,,35.86,,,,,,,,,
85521,80.63,68.79,56.78,55.97,35.18,28.59,30.08,34.76,1.82,98.66,0.82,24.45,91.87,0.15,,0.45,57.53,,0.0,,,,,,,,,,,
20341,32.36,84.34,44.63,52.93,51.89,60.11,14.6,23.87,22.58,70.23,4.7,88.76,0.19,8.63,0.45,6.15,80.89,10.13,,8.56,4.68,,,,,,,,,
113687,90.9,44.99,47.84,22.67,23.7,34.26,16.06,17.59,22.97,66.82,2.96,33.35,5.8,1.92,11.83,0.53,63.68,,1.0,29.44,,1.53,,,,,0.17,,,
168683,20.25,48.25,2.72,76.17,23.4,70.18,0.0,34.33,39.52,90.24,0.75,87.5,51.81,,,,,0.5,0.0,27.33,17.65,,0.0,,,98.56,,,,
25365,56.35,72.67,78.04,79.15,76.04,76.45,59.75,71.08,76.37,65.42,46.13,65.96,57.39,22.27,7.56,92.22,81.59,9.86,,,,,0.0,,,,,,,
90979,49.3,65.35,64.05,63.26,50.76,45.88,37.6,43.14,61.29,52.33,30.06,28.79,26.07,21.17,15.56,1.29,0.65,0.7,,,,,,,,,,,,
203966,41.29,84.15,19.9,99.36,23.69,46.02,62.16,97.42,40.25,86.36,9.08,56.85,90.99,,20.96,,50.01,3.23,0.87,2.56,,,,,,72.37,,,,
2133,84.26,65.45,97.49,55.88,72.4,68.67,64.18,43.45,56.33,27.83,28.91,6.37,0.39,5.2,3.46,3.03,0.0,0.94,22.95,39.37,,,,,,,,,,
27223,42.79,35.22,51.97,12.88,3.06,31.33,1.44,22.98,6.02,11.27,32.03,2.76,63.8,3.0,,3.03,,,,,,,,,,,,,,
46955,98.59,76.89,83.77,68.01,68.72,60.14,99.99,56.41,57.29,77.37,34.21,89.09,62.75,17.36,13.79,53.08,99.95,1.92,4.35,0.22,,,,,,,,,,
1435,10.79,72.58,33.31,61.89,42.08,25.07,6.98,17.49,29.46,60.64,38.13,0.47,97.63,8.34,,7.96,0.23,36.46,,,,,,,,,,,,
59919,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,
95577,70.48,44.2,58.73,97.01,78.54,87.98,20.56,85.92,81.52,86.48,36.82,63.22,5.02,8.57,1.09,7.6,17.56,6.3,,3.53,,,1.34,,,,,,,
45431,9.43,8.04,5.08,6.54,1.62,2.33,1.87,3.05,0.0,2.03,1.03,26.25,7.16,1.63,20.95,1.74,0.89,,0.74,,0.15,,,,5.65,,,,,
102937,7.41,13.78,2.16,7.93,3.19,1.43,,1.09,0.74,2.68,,,,3.72,,0.16,,,,,,,,,,,,,,
57269,9.74,12.45,36.54,14.89,40.99,28.26,0.0,1.02,38.07,0.19,57.11,4.33,,38.17,,6.36,,,,,,,,,,,,,,
226354,85.97,83.7,26.5,61.16,43.18,88.33,99.43,96.39,31.44,97.69,82.62,76.59,12.64,19.38,5.46,0.49,84.19,2.2,98.35,,,13.85,6.46,,,,19.76,,,12.44
164944,65.79,81.2,85.26,96.9,91.15,97.59,54.22,51.97,81.68,93.94,82.26,94.72,78.56,37.69,9.88,6.24,26.37,27.13,0.0,,,,,28.78,2.4,,2.11,,,
37774,95.3,79.74,81.94,81.03,71.67,71.65,99.99,98.24,77.75,37.38,40.34,79.86,6.18,4.08,37.3,45.69,14.78,,0.16,,,,,,,6.31,,,,
7530,43.06,49.99,60.87,60.58,76.64,64.86,48.75,76.95,43.96,46.15,46.49,21.65,21.16,26.17,4.98,12.14,39.33,,0.0,8.24,,,,,,,,,,
188283,83.17,63.11,90.53,97.6,69.07,37.14,13.03,77.54,59.31,83.77,11.6,38.75,14.81,32.8,99.44,28.29,5.01,81.37,,,,,,,,,8.41,,,
24519,82.64,68.76,99.72,83.24,73.81,73.42,75.06,49.06,64.89,74.55,0.15,58.03,76.37,67.16,1.68,39.05,0.75,0.0,0.7,,,,,,,,,,,
41520,25.41,40.9,63.16,28.63,44.47,35.75,35.37,5.17,36.37,10.73,31.55,8.79,21.75,,3.04,6.09,1.37,12.48,2.51,0.35,,,,,,,3.19,,,
195350,89.66,90.09,90.78,93.19,90.06,91.7,93.38,87.53,90.57,86.96,57.29,81.37,60.12,25.64,42.76,7.6,69.92,31.36,60.94,8.14,16.62,,,,,,4.96,,,
436935,87.86,31.71,27.62,97.48,56.83,93.85,31.7,39.76,37.73,94.71,2.46,87.03,90.45,,,,0.58,0.0,65.13,2.08,,,,,,99.99,,,,
98670,72.4,63.04,43.74,76.78,58.11,63.45,27.72,53.95,23.56,53.27,28.2,61.54,21.99,33.79,,2.99,4.29,1.34,7.33,,,,,,,,,,,
203060,99.49,99.98,99.37,99.9,99.24,99.07,99.09,97.6,99.35,99.99,93.13,99.26,99.22,61.12,80.97,46.79,98.92,71.53,49.93,74.35,33.74,22.71,46.84,3.51,1.61,,0.15,,,
127121,2.46,0.37,0.0,0.18,,,,,0.0,0.89,,,,,,25.41,,,,,,,,,,,,,,
54120,7.84,51.96,77.41,68.29,72.76,70.86,19.5,47.26,22.45,75.16,53.35,34.08,0.0,0.41,1.0,0.17,,0.0,,,,0.8,,,,,,,,
53914,43.08,34.9,68.46,15.17,28.21,21.91,2.6,9.38,2.99,13.64,34.33,19.59,,15.35,19.19,0.59,47.11,,0.0,,36.13,7.55,,,,,,,,
79259,33.03,47.04,49.57,83.65,99.11,97.75,72.36,9.17,24.3,6.0,45.6,24.99,17.67,0.17,9.0,1.05,,27.47,2.63,,,,,,,,,,,
10172,55.34,15.31,60.29,44.8,60.89,59.65,8.03,21.76,60.01,32.9,3.88,11.69,3.51,4.77,,10.26,4.29,1.8,,,,,,,,,,,,
83871,24.22,44.81,83.3,83.66,94.99,99.87,8.45,57.4,99.95,46.32,20.87,0.77,5.39,6.48,12.93,3.57,3.56,0.0,,,0.17,,1.0,0.7,,,,,,
103765,38.2,39.16,84.91,69.73,28.69,67.16,53.67,55.45,33.0,30.69,44.32,69.18,45.3,0.8,15.58,4.81,0.0,,5.75,7.12,2.3,,,6.4,69.95,42.78,,,,
144689,70.48,87.71,87.68,86.42,48.22,67.17,20.8,28.6,27.58,65.84,41.79,86.79,7.27,45.36,1.0,33.12,0.39,0.16,53.4,0.0,,,7.37,,,,12.43,,,
108517,33.87,78.91,42.37,39.1,30.51,20.35,31.68,61.06,4.45,61.44,57.62,66.23,5.76,0.0,,2.17,59.35,,77.95,,,,,,,,1.18,,,
55962,54.64,85.6,47.76,71.03,29.43,37.08,0.0,15.3,13.03,65.06,75.89,89.43,77.27,0.0,,31.48,1.03,1.34,,,,,,,,,,,,
31250,50.83,62.91,29.94,88.3,66.32,41.64,0.0,45.06,11.74,94.47,0.87,35.83,1.85,24.09,,95.75,13.19,,,,,,,,,,,,,
65706,92.66,99.26,99.13,93.12,99.32,86.07,85.2,14.12,24.2,69.27,99.99,46.71,58.62,72.35,97.76,21.72,12.68,97.99,0.0,3.35,,1.29,,,,,,,,
245414,97.04,81.18,97.97,97.64,96.27,91.92,97.32,97.87,94.37,97.99,91.95,64.44,97.99,97.99,32.47,81.91,97.95,,,,4.06,,,12.47,,,0.93,,,
221794,97.44,99.99,82.21,99.99,92.57,85.31,98.83,99.99,91.97,99.99,99.12,93.42,97.9,42.59,99.63,3.26,39.85,97.99,90.66,20.12,11.9,,5.65,,,,3.14,,,
43671,99.78,14.19,88.83,94.91,86.78,93.78,99.23,28.59,34.67,77.27,13.74,74.76,60.25,73.32,18.38,47.44,97.75,6.06,,,,,,,,,,,,
121997,37.76,65.17,82.05,59.74,46.4,81.1,92.3,87.11,0.2,79.76,77.29,96.46,57.97,0.97,,0.53,75.77,,25.16,,,,,,,40.47,,0.74,,
56680,95.79,10.85,35.5,47.49,42.77,72.42,0.37,2.24,0.0,25.16,0.0,0.0,,0.15,1.05,15.61,3.59,,,2.07,0.16,,,,,,,,,
31722,49.21,76.5,99.93,82.18,54.86,78.27,99.95,11.68,16.53,71.85,29.7,75.35,70.09,65.48,90.45,1.14,0.0,14.16,30.33,7.85,,70.47,,,,,,,,
78860,49.99,14.44,26.92,8.31,37.19,12.05,99.99,31.01,8.34,23.76,46.24,30.31,48.34,2.48,,0.8,1.22,72.0,,0.0,,,,,,,,,,
245256,92.55,97.85,97.98,96.25,82.59,86.63,16.8,97.99,84.72,76.19,87.72,95.61,86.7,0.23,4.59,20.88,70.12,4.56,,,1.87,,,,0.23,,15.48,,,
33640,91.23,71.12,94.23,86.33,51.08,51.78,19.35,36.17,67.33,54.62,36.58,76.36,8.46,66.3,2.69,10.09,4.55,,,,0.44,,0.0,,,,,,,
31910,69.28,89.46,94.11,48.69,49.52,34.5,64.24,35.94,42.7,52.02,66.71,91.52,69.47,69.3,,38.47,44.21,,,,,0.65,,,,,,,,
21463,63.89,51.22,50.91,62.99,56.56,26.43,52.81,38.08,9.84,58.7,51.6,39.28,2.86,1.62,13.09,28.8,15.07,33.69,,,,,,,,,,,,
31271,60.76,97.53,59.93,43.15,29.63,61.3,0.74,13.37,17.04,6.5,1.11,4.52,17.9,3.71,17.15,13.54,0.41,99.99,,,,83.81,,,,,,,,
27793,56.86,77.74,60.22,96.53,78.23,92.19,45.22,96.83,86.97,98.81,79.96,39.44,39.12,15.13,16.82,22.4,11.29,14.51,2.66,,0.8,,,,,,,,,
85580,56.86,42.83,16.47,72.5,47.32,78.94,5.71,19.64,23.55,48.25,4.63,26.54,1.36,0.0,,1.11,,,,,,,,,,,,,,
114131,55.84,68.39,50.22,78.98,74.04,84.08,6.74,96.84,21.87,84.69,60.55,63.22,40.54,41.77,0.35,2.7,,,2.36,0.0,,,,,,48.73,,,,
42572,4.11,36.05,31.66,29.9,2.0,3.85,0.0,23.3,7.64,16.28,0.0,,0.45,0.15,,6.79,,,0.74,,,,,,,,,,,
50687,54.68,8.73,7.72,4.8,11.61,31.53,4.58,0.0,4.34,,,15.25,1.85,1.04,,1.8,0.0,,,,,,,,,,,,,
15588,26.14,6.15,8.81,16.82,15.54,18.77,9.79,10.28,10.93,7.25,3.98,1.0,,1.09,0.44,7.7,4.79,,,,,,,,,,,,,
49363,4.72,11.09,30.06,17.64,20.47,59.37,,11.34,7.44,0.61,0.0,3.85,1.11,0.0,,2.86,,,,,7.32,,,,,,,,,
34081,22.3,30.98,40.93,32.99,12.82,34.49,1.43,71.74,2.57,15.61,1.73,59.46,0.85,13.78,,3.07,,,,,,,,,,,,,,
51619,86.72,75.86,43.11,73.34,52.79,69.76,8.08,81.49,19.22,81.49,32.72,77.75,2.18,23.64,0.37,8.69,,0.15,,0.0,0.0,,,,,,,,,
19261,69.52,72.28,38.53,21.16,45.78,60.23,90.62,13.02,50.19,86.53,16.88,38.51,0.18,0.94,25.64,1.16,94.79,,48.8,,,0.59,,,,,,,,
185,40.59,41.36,65.85,33.59,79.44,55.41,92.91,4.27,0.61,0.0,1.35,16.77,0.39,0.0,,2.2,,,,,,58.11,,,,,,,,
33019,98.64,72.06,78.07,62.97,51.51,44.65,34.2,37.72,55.99,23.41,16.83,41.61,5.84,0.99,7.63,4.23,8.16,,73.24,,21.12,5.0,,85.82,,,,,,
44824,3.46,1.64,1.23,1.98,13.53,4.8,1.74,5.91,0.0,0.56,0.0,1.78,0.0,0.0,,0.15,0.15,,,,,,,,,,,,,
134690,93.24,86.26,76.58,89.6,98.57,39.82,27.18,87.76,26.94,90.06,88.53,99.63,55.93,47.25,,49.02,1.89,82.08,,,,,2.08,,,,0.15,,,
76571,97.83,64.76,69.86,71.04,76.07,86.64,20.15,21.18,85.1,23.77,9.41,39.55,8.13,4.28,,8.93,30.12,7.73,4.21,,,,1.09,,,,,,,
69176,21.82,27.01,36.43,87.08,61.19,66.29,1.64,2.24,62.06,51.32,1.42,27.64,38.39,1.51,27.67,3.35,,,,,87.38,,,3.7,,,,,,
126372,88.59,40.46,64.9,87.96,63.41,45.36,45.0,68.15,50.89,61.87,52.34,51.45,80.67,42.06,20.7,45.93,2.86,,0.7,8.79,,,4.21,,,54.93,,,,
231292,27.46,45.65,54.78,40.21,55.64,48.47,21.46,65.01,56.31,13.4,8.85,38.3,6.04,6.57,99.34,0.17,,19.34,,,2.85,,1.63,,,,2.33,,,
59600,73.69,42.81,39.71,88.4,99.98,60.5,2.21,72.28,25.02,59.01,86.09,51.62,59.2,20.55,,13.41,,,,1.34,,17.63,,,,,,,,
870,78.12,62.34,97.87,94.66,86.14,99.43,85.38,99.39,94.43,71.26,91.03,96.94,99.99,88.41,31.7,82.52,73.29,77.93,0.17,1.88,4.66,,,,,14.02,,,,
72310,82.79,75.85,79.42,91.23,87.52,93.64,13.99,98.98,99.65,93.24,21.66,38.02,58.92,92.95,22.07,31.08,57.51,1.14,0.15,,,,,,,,0.0,,,
86729,75.05,21.32,26.68,10.88,5.68,5.9,36.3,67.8,3.74,26.77,49.98,26.23,,7.85,26.36,0.16,0.0,,,,0.3,,,,,,,,,
72980,9.91,10.97,31.23,9.58,11.55,15.51,0.48,0.19,1.22,1.3,0.5,2.21,0.7,25.81,0.0,0.16,,,0.87,,,,,,,,,,,
41596,58.78,83.3,57.58,74.13,91.29,76.37,90.32,93.04,45.63,41.53,28.41,92.02,70.71,2.39,36.2,41.98,90.0,1.68,,,24.86,1.29,43.45,76.77,,,,,,
76137,97.93,62.75,94.97,81.67,48.42,81.64,0.19,78.56,32.24,95.36,0.48,95.1,2.08,67.91,,0.15,,,13.66,,,,,,,,,,,
452972,0.0,5.23,,5.12,7.79,16.21,,,1.03,,,4.13,3.34,,,,,,,,,,,,,7.51,,,,
183612,62.07,89.38,100.0,43.22,46.98,66.57,20.89,11.38,41.65,20.02,33.85,18.79,5.16,10.32,1.49,58.99,1.47,,,,0.35,1.53,,,,,0.15,,,
215601,92.78,74.7,89.02,96.4,73.26,70.54,54.8,93.33,74.89,81.97,72.85,55.85,82.21,58.9,6.3,35.77,45.36,80.49,71.52,0.35,,,,,,,0.0,,,
20222,13.29,36.17,3.51,2.5,10.73,8.47,0.0,1.29,0.0,0.0,,18.15,3.42,18.73,,0.45,,,,,,,,,,,,,,
138636,8.32,22.59,12.83,8.02,5.72,54.23,63.31,0.99,1.42,6.71,17.79,24.3,0.0,5.39,0.0,0.15,,,,,,,,,,,0.0,,,
90344,83.86,86.38,91.55,81.72,45.87,51.22,78.64,64.81,61.18,62.85,23.62,28.38,45.31,18.69,18.26,8.57,19.82,,,25.8,3.33,1.6,,,,,0.44,,,
58770,73.85,57.59,74.3,41.09,24.23,49.3,0.0,54.72,14.45,22.79,9.56,74.55,3.62,26.88,8.01,1.22,,0.18,,,21.95,,,,,,,,,
51188,93.14,21.13,42.48,7.14,3.65,3.45,95.68,10.0,0.37,0.41,0.41,0.0,,16.28,,2.17,6.08,,,,,,,,,,,,,
57698,6.33,0.35,0.5,0.35,,,,,0.0,2.5,,,0.0,6.19,,,,,,,,,,,,,,,,
25981,16.98,36.09,58.4,65.68,38.85,74.01,32.84,3.64,49.56,16.77,19.75,62.56,8.67,0.0,34.09,0.16,0.0,97.89,,,,43.78,,,,,,,,
93727,86.04,49.21,82.64,44.92,54.38,54.48,7.77,63.41,13.56,64.74,72.25,99.2,7.53,13.65,1.64,12.05,24.72,1.94,2.15,,87.71,7.02,,,,,,,,
26012,19.25,18.57,41.79,69.15,81.37,92.78,0.2,5.98,27.12,4.82,48.46,20.79,5.41,7.37,74.62,3.18,,,,,,,,,,,,,,
175359,19.12,43.61,51.05,47.48,34.36,18.99,22.45,77.65,15.97,21.19,27.95,12.96,46.7,20.52,,18.46,0.85,0.0,0.8,,,,,,,,0.17,,,
187781,97.4,86.83,73.65,67.02,37.63,39.28,16.09,99.87,61.48,52.29,13.14,84.15,8.1,4.82,0.93,3.35,9.24,22.93,,,,,,,,,56.32,,,
8718,35.22,68.3,61.54,64.83,99.57,56.05,13.61,24.77,60.66,32.58,93.04,31.31,41.68,54.94,17.04,3.57,0.0,0.16,,0.0,,2.29,1.32,,,,,,,
36605,77.87,71.42,94.21,63.46,71.08,51.33,95.35,33.75,99.99,22.13,7.49,3.33,5.7,6.41,,3.32,1.09,0.0,,,,,,0.7,40.45,,,,,
50579,36.49,25.87,31.52,77.04,47.42,91.08,44.13,69.12,28.24,28.85,0.0,83.95,3.31,0.0,0.59,0.15,,,,,,,,,,,,,,
79747,91.85,55.34,34.12,76.98,24.24,84.55,19.21,4.59,1.63,55.54,,43.83,5.33,53.85,,0.15,51.63,,8.57,,,,,,,,,,,
43110,56.07,60.16,49.95,22.92,32.45,63.79,99.99,9.23,53.46,5.88,,40.32,21.52,24.06,25.97,10.94,0.0,,,2.54,,,,,,,,,,
32662,40.69,37.11,57.24,55.19,50.42,33.26,27.88,14.1,63.01,36.24,20.97,43.84,0.58,1.38,5.87,99.94,0.0,5.88,1.76,,,,,,,,,,,
198372,80.82,47.39,83.03,94.04,81.08,60.19,36.29,96.99,36.2,98.85,21.53,99.62,77.47,99.99,52.78,60.06,97.36,,10.57,,,3.08,,,,,39.37,,,
222112,99.99,99.96,98.89,99.67,99.8,66.31,93.23,99.99,56.76,99.99,99.99,99.07,94.78,85.81,99.99,0.65,96.95,10.22,99.99,,,0.65,,,,,27.03,,,
92265,63.6,88.2,92.3,85.96,79.12,52.42,95.69,81.37,99.99,58.49,30.5,91.42,36.44,,96.92,44.64,91.76,1.62,43.37,3.54,,,,,,7.03,,,,
12352,47.18,61.18,64.21,53.07,63.52,71.94,37.86,11.37,70.21,47.24,39.76,24.26,30.65,10.56,0.2,3.32,28.89,12.39,,,,,,,5.71,,,,,
40741,39.25,56.08,44.45,82.11,31.2,85.9,0.78,16.31,26.62,57.57,8.74,60.25,19.37,15.45,,4.77,0.33,0.16,11.66,,,,,,,,,,,
29879,49.02,54.02,76.14,55.43,60.23,44.94,67.3,33.54,87.21,37.74,46.69,55.4,7.33,3.99,2.59,21.6,11.76,23.77,2.65,0.87,,,,,,,0.3,,,
238794,83.46,84.38,62.44,93.36,87.38,65.07,99.99,98.85,99.99,89.73,41.05,84.72,91.69,7.47,92.67,2.83,9.13,42.79,3.69,41.3,,,0.0,1.23,27.36,,27.3,,,
32337,41.32,63.67,61.51,97.08,56.01,91.81,92.67,65.43,50.08,44.05,51.43,82.5,85.34,3.82,,11.53,10.67,4.94,,60.47,,,,,,,,,,
75916,18.84,24.97,14.34,24.21,44.9,28.1,0.93,25.58,1.3,12.59,42.37,0.16,32.96,14.3,0.7,0.59,34.48,,,,,,,,,,,,,
39346,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,
15432,51.81,51.94,59.98,54.24,53.11,49.53,22.72,35.64,41.01,74.31,23.03,24.56,10.3,14.78,47.99,3.35,15.62,9.21,,,16.52,,,,,,2.35,,,
164599,42.67,36.0,50.46,59.45,53.57,47.95,32.78,79.14,49.02,64.69,69.27,19.75,28.14,17.07,70.31,18.31,16.69,12.89,,2.08,13.65,,,,,,0.17,,,
41516,15.1,85.17,19.69,88.76,57.43,82.03,98.12,27.77,95.1,31.52,1.18,33.59,53.53,37.13,45.76,3.03,40.57,4.79,,,,,98.46,,,,,,,
18912,49.61,60.7,91.61,69.93,81.15,56.86,48.49,62.05,38.38,45.71,38.83,46.52,3.11,29.59,,24.98,10.54,0.7,,,,,,,,,,,,
36272,81.79,93.47,96.29,89.95,96.31,91.91,44.43,75.97,91.36,65.37,67.58,70.1,99.63,68.44,97.23,21.41,7.38,93.96,,,0.76,,,,,,,,,
52787,51.99,21.22,33.82,23.48,39.5,67.26,1.7,5.26,45.4,0.41,7.84,66.58,,0.49,,1.77,,,,,,,,,,,,,,
154156,79.74,51.28,77.27,67.44,71.46,51.75,79.2,70.41,78.45,68.39,47.29,40.51,62.5,62.3,30.2,21.49,6.93,1.24,80.03,,,,2.25,,,,23.04,,,
37003,54.69,87.0,46.71,97.38,76.15,78.14,54.67,58.61,67.23,89.62,16.69,54.01,80.06,30.92,82.29,52.68,85.13,1.29,,0.7,3.07,,,,,,,,,
107391,97.31,84.91,73.4,87.08,71.89,74.16,37.32,91.1,9.51,72.91,4.89,99.82,35.24,0.17,6.76,8.4,,,36.76,,,,,,,13.34,,,,
26143,26.9,8.66,14.85,6.42,15.78,13.4,44.45,0.0,33.8,8.0,0.95,13.58,,0.0,,0.15,0.45,,,,6.59,,,,,,27.42,,,
63968,81.75,86.77,77.79,84.79,80.48,91.9,21.87,37.74,25.75,21.76,95.85,66.3,,37.0,3.14,5.12,,,0.99,,,57.75,,,,,,,,
27586,57.02,47.88,46.49,38.39,29.69,23.27,44.64,63.06,53.95,44.12,29.28,16.51,88.62,3.08,26.0,10.96,0.7,1.57,,,54.68,1.39,,,,,,,,
123190,44.02,51.04,49.87,43.04,72.52,76.71,1.62,37.41,3.81,45.1,97.08,74.94,56.75,2.79,,0.17,0.7,,11.82,,,,,,,4.83,,,,
47750,50.0,99.34,62.81,76.4,44.05,50.7,79.31,50.6,50.02,40.11,66.62,87.75,13.81,1.98,12.86,3.03,3.8,,,1.17,,,,,,,,,,
36145,59.46,39.79,39.22,75.45,35.62,45.03,51.01,48.21,38.84,68.97,2.71,54.1,48.98,50.44,7.23,30.33,82.94,,,,,,0.81,,,,,,,
40776,5.74,23.18,17.57,29.57,20.43,23.46,29.03,13.41,8.1,8.78,4.03,6.53,4.86,0.23,,4.0,0.4,,,,12.35,,2.67,,,,1.11,,,
291786,38.7,56.81,43.2,41.45,58.6,39.86,95.16,39.72,92.17,33.07,21.89,81.32,6.17,,10.81,,0.17,,1.97,,0.33,,5.04,,0.55,99.53,,,,
7978,48.57,79.14,100.0,78.95,98.2,82.98,86.68,2.62,54.08,27.91,1.96,49.54,2.78,1.38,5.45,35.69,,0.3,,,,,,,,,,,,
56577,88.01,89.23,77.54,83.57,85.74,59.07,22.53,43.23,33.8,96.44,73.2,60.0,39.12,45.67,15.23,67.37,99.86,7.38,7.29,,,,7.13,,,,,,,
23918,72.98,46.51,58.0,86.46,49.94,85.34,63.46,88.35,53.52,93.02,1.1,35.08,22.43,2.01,7.77,95.43,13.4,0.58,45.37,,,,,,,,,,,
54009,86.28,79.55,27.3,15.71,10.02,18.83,44.22,5.8,16.83,65.18,28.99,24.71,22.62,1.28,4.37,7.22,2.91,24.95,11.08,,,,,,,,,,,
16816,10.38,28.19,17.43,31.01,9.58,7.89,11.0,19.01,4.69,26.88,8.99,44.98,5.48,5.64,,2.15,0.8,0.0,2.94,,,,,,,,,,,
85982,92.89,79.94,82.62,90.36,67.85,71.83,63.26,40.35,49.11,78.7,70.9,45.51,20.87,8.1,71.29,48.63,34.7,,0.3,,97.64,,,39.74,,,,,,
40095,64.66,51.98,90.26,62.31,44.83,64.51,91.18,33.73,58.05,47.39,6.75,87.45,0.45,8.74,0.5,43.32,37.2,0.19,3.18,,67.71,,0.17,,,,,,,
203213,99.99,99.99,98.77,98.3,91.57,93.04,86.73,89.24,69.89,99.99,96.34,92.23,88.43,6.72,99.72,90.99,99.99,6.31,91.0,,69.97,,,,,,0.0,,,
89817,27.67,17.41,69.37,61.28,61.57,70.65,18.27,30.85,21.29,6.46,31.58,1.1,13.72,10.25,,0.7,,,,,,,,,,,,,,
