SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408
46142,87.92,60.4,68.42,83.98,50.06,90.16,11.41,58.68,56.77,76.02,31.35,73.83,50.98,29.49,,26.14,0.0,0.0,,82.07,4.17,,,,,,,,,
174220,89.36,95.21,91.6,90.88,97.19,89.35,50.44,71.86,98.16,79.81,30.91,66.92,26.44,36.56,14.47,25.0,49.06,0.0,1.35,1.05,0.35,,,2.43,,,3.72,,,
56682,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,
249912,15.94,31.22,26.57,53.01,33.67,54.38,37.6,43.84,29.43,59.45,0.41,12.44,25.07,2.65,,3.57,80.75,,,2.08,66.44,,25.57,,,,3.78,,,
17255,57.52,55.99,43.73,86.09,60.51,68.47,43.67,55.48,96.31,95.23,4.8,58.12,3.14,1.85,12.89,0.76,0.0,12.6,,,,,,,,,,,,
41068,16.52,77.52,63.08,95.98,53.02,85.28,75.78,37.12,85.51,68.11,56.81,46.57,63.66,53.55,,0.16,2.12,0.35,0.5,5.23,,,,,,,,,,
7474,23.77,21.43,31.89,21.73,21.59,33.12,8.62,21.15,30.12,13.73,11.37,28.79,5.99,1.68,3.09,4.31,21.65,,11.62,,,,25.99,,,,,,,
1296,52.88,14.13,5.45,22.0,8.2,40.56,0.0,42.27,31.68,9.66,,0.0,0.19,0.2,,0.35,0.65,0.0,,,,,,,,,,,,
213327,9.88,4.55,5.21,3.41,5.52,1.69,1.4,1.44,14.99,7.49,6.41,14.11,0.45,12.64,0.0,3.03,10.79,,,,,,,,,,0.0,,,
334535,15.05,15.34,25.67,77.43,18.81,62.07,15.04,9.16,15.61,3.06,31.71,94.54,44.98,,,,0.0,,,,1.99,,,,,28.72,,,,
17310,25.53,14.69,49.57,25.02,44.84,71.3,0.2,0.19,11.24,2.87,,12.71,,39.8,61.91,0.53,,,5.97,,,,,,,,,,,
88323,26.38,69.49,93.47,72.42,63.57,65.29,7.21,88.75,63.93,64.21,77.86,82.67,73.11,13.07,0.4,47.22,0.77,,,,,,,,35.41,,,,,
1405,66.35,68.8,87.93,80.38,81.3,98.35,9.06,68.4,66.25,14.79,65.43,84.14,23.56,32.67,1.96,10.18,,,,,,,99.42,,0.17,,,,,
205897,29.46,67.85,87.47,62.55,48.4,44.96,21.64,35.36,43.68,71.09,18.28,78.86,23.32,2.29,0.44,3.57,14.42,38.22,,0.97,,,2.33,,,,2.77,,,
53981,7.62,1.9,8.71,6.52,3.62,15.1,5.21,13.31,0.0,3.46,,13.42,3.35,22.74,,3.1,2.54,,,,,,,,,,,,,
55551,94.41,83.48,96.1,72.88,51.42,71.85,44.64,48.28,49.83,41.28,51.5,68.38,11.96,6.82,29.16,42.46,3.55,8.69,6.41,,8.13,,,,,,,,,
45762,95.75,99.1,95.96,92.27,79.34,52.67,58.84,84.18,73.49,99.3,73.09,81.93,17.71,6.08,99.22,30.18,20.46,10.58,86.23,52.47,38.16,,,,,17.71,,,,
67011,52.01,63.69,50.12,49.34,59.22,21.01,78.01,75.89,57.22,63.87,8.39,18.56,9.16,60.42,13.23,21.78,,90.33,,,,,,,,,,,,
51884,64.58,69.71,52.29,44.32,26.16,33.01,3.65,58.88,8.7,61.15,3.11,65.36,1.23,1.75,1.54,21.9,78.21,,0.0,,,,,,,,,,,
28516,47.92,49.27,54.98,42.93,27.11,12.69,12.15,60.04,28.31,47.23,4.77,41.85,0.0,72.99,19.66,37.93,,,9.43,,,,69.35,,,,,,,
89149,41.54,54.06,65.41,65.83,80.41,78.5,12.45,54.96,83.91,18.52,1.3,8.64,1.81,0.88,20.96,5.87,74.98,,,0.7,32.18,2.08,,,,,,,,
287461,82.59,88.02,78.26,69.9,69.16,74.14,26.65,42.73,18.0,69.2,24.87,65.56,19.0,10.94,7.32,37.03,2.01,0.15,,,2.25,,,99.98,,,4.26,,,
4576,2.42,2.86,54.54,5.13,7.16,11.1,0.19,0.0,8.32,6.19,16.09,0.41,,5.84,,0.45,,,,,,,,,,,,,,
18225,27.51,40.22,44.01,74.37,33.18,58.96,9.72,17.9,33.71,8.37,4.59,23.52,12.0,17.86,0.45,53.48,40.25,1.17,,3.3,,,,,,,,,,
103666,90.82,94.06,96.35,74.02,88.66,71.86,54.98,94.55,58.49,58.06,34.4,98.22,49.63,59.2,36.87,71.28,7.09,0.0,25.83,42.52,37.47,,,,,53.02,,,,
6621,6.88,54.48,86.56,90.79,40.64,77.34,89.29,81.6,96.45,48.77,3.46,38.86,71.31,,,,,,,,5.77,39.35,,14.35,,6.29,,,,
60080,53.26,73.28,76.34,75.47,67.75,59.69,3.96,62.19,28.47,49.02,6.6,11.41,0.35,31.26,68.99,22.97,39.77,,,,,,,,,,,,,
71418,56.44,46.07,35.89,69.03,86.21,86.22,1.83,11.12,16.23,31.26,35.8,69.54,51.89,0.0,,9.14,,,,,,,,,,,,,,
99439,17.04,35.69,28.47,37.38,18.88,22.68,46.37,32.53,28.75,50.45,13.98,23.34,23.1,11.21,42.68,11.32,10.38,6.79,57.02,,,,0.35,,,,,,,
31208,81.22,27.67,84.16,92.11,85.55,83.52,27.3,67.28,90.15,53.88,31.42,52.14,12.57,62.05,4.05,48.94,0.0,,,24.27,,85.16,0.16,,,,,,,
49444,29.42,23.17,7.0,17.08,21.36,20.03,0.0,3.72,5.15,4.27,30.71,34.04,1.91,,2.44,4.97,,,,,,,,,,3.22,,,,
28187,87.43,97.2,98.3,82.49,93.05,77.28,90.01,99.99,62.67,67.25,23.53,79.62,0.45,63.85,92.66,55.75,2.72,2.14,,,,,,,,,20.6,,,
85032,74.52,47.1,59.33,35.56,60.05,89.27,9.91,1.02,17.89,55.12,2.59,99.11,0.41,12.96,32.51,1.65,45.55,,5.83,,,1.29,,,,,,,,
60714,89.21,29.75,76.0,81.64,98.58,80.98,92.95,52.81,41.62,82.98,3.25,97.43,57.16,0.61,,14.38,75.83,0.15,,7.69,33.7,,,9.82,,,,,,
61776,92.53,57.49,30.68,25.42,26.15,62.16,1.36,49.79,30.34,35.41,0.0,11.71,9.59,49.01,47.98,6.92,,,,,,0.65,,,,,,,,
110043,27.49,15.97,0.0,55.81,19.14,47.59,24.36,51.67,10.85,77.22,1.6,70.43,69.85,,,,18.69,0.0,,,0.0,,,,,73.15,,,,
36372,59.53,86.6,85.57,96.41,90.06,93.13,99.07,98.48,63.03,91.11,14.32,95.62,99.99,13.35,19.1,65.76,33.18,18.58,0.0,,,,,,,51.5,,,,
87136,55.98,24.7,16.22,19.09,29.57,27.25,18.31,0.19,4.49,4.29,22.96,2.45,12.94,0.58,0.3,0.17,0.65,,,,,,,,,,,,,
29545,73.03,89.85,91.6,93.14,93.76,73.64,15.04,96.89,38.76,89.28,8.23,42.44,53.44,0.2,97.4,56.72,89.63,58.53,53.0,,,,,,,,,,,
82937,86.19,56.41,39.58,42.43,29.7,58.16,2.51,6.6,3.31,44.03,19.22,34.04,,16.55,9.37,6.28,18.81,,4.42,,,,,,,,,,,
91018,8.44,19.27,6.9,13.9,24.11,23.44,0.0,1.22,10.65,31.46,4.87,17.2,0.2,1.42,0.16,7.26,,,,,,,,,,,,,,
54488,67.05,79.36,57.79,96.45,61.86,74.13,62.26,67.12,59.12,84.15,15.96,58.57,78.89,58.79,,35.73,10.45,,,0.0,,,,,,,,,,
8322,29.4,50.28,47.14,94.68,87.23,94.79,12.37,1.03,39.66,6.66,18.32,0.0,13.53,0.37,,12.59,0.0,,9.6,,,,,,,,,,,
240528,13.59,61.16,33.39,22.87,14.48,12.31,11.71,11.93,49.11,63.26,79.81,15.09,0.6,,,,,,,,,,,,,49.1,,,,
83764,60.09,41.57,43.27,73.31,60.45,89.05,22.49,3.44,34.77,39.33,0.67,88.33,29.42,,22.46,26.07,0.19,,4.24,,24.16,,,,,99.52,,,,
59373,59.97,86.92,73.16,44.0,53.61,71.55,97.14,24.88,2.63,94.31,63.05,89.51,75.85,1.74,0.15,0.74,93.8,,5.46,,0.37,,,,,,,,,
7322,20.23,37.69,16.4,23.79,43.2,89.06,0.68,11.84,71.72,5.6,2.07,40.23,19.81,22.57,,1.53,,,,,,,,,,,,,,
25175,95.29,86.08,99.92,97.03,99.45,96.16,52.92,69.63,37.11,78.69,16.47,99.7,19.94,66.3,35.17,50.79,96.9,3.03,72.0,,,,,,,,,,,
38640,88.77,90.86,99.97,96.11,99.74,88.33,63.22,64.14,96.29,67.42,97.0,99.54,52.53,63.17,52.1,33.06,27.8,9.01,23.53,70.15,26.34,,0.74,26.6,3.66,,,,,
40666,27.13,27.27,63.11,80.3,45.59,61.49,40.2,24.97,50.81,37.79,15.4,74.38,52.65,63.42,1.34,0.15,,0.15,,,,,,,,,,,,
45885,,,,,,,,,,,,,,,0.0,0.45,,,,,,,,,,,,,,
106747,84.36,79.42,88.85,87.27,81.15,81.75,23.64,98.01,42.29,66.1,87.29,29.43,26.74,40.57,94.87,,0.67,,3.78,2.45,,,,,,14.42,,,,
125828,55.11,71.02,88.59,89.77,99.77,74.43,49.23,73.44,57.66,71.31,88.39,99.62,13.06,1.38,1.76,0.59,,34.44,22.33,,,,,,,,12.39,,,
25633,70.27,73.59,84.01,83.01,61.73,68.15,37.64,55.86,79.63,76.94,79.72,28.79,42.09,4.67,47.38,23.14,5.23,5.58,,,,,6.24,,,,,,,
5094,90.67,38.12,68.65,43.88,70.77,51.71,38.96,27.1,78.35,16.26,11.48,24.79,6.07,0.7,25.31,4.72,,6.0,34.79,25.69,,5.02,32.55,0.16,,,,,,
883,20.97,5.87,42.51,22.25,17.26,33.09,91.69,7.97,6.8,4.42,0.5,5.11,39.38,0.18,68.01,7.13,0.45,0.15,0.15,,,,,,,,,,,
471322,14.04,12.42,35.52,8.49,34.24,59.78,9.93,47.23,16.38,2.58,70.04,5.73,0.87,,,,,,0.59,0.68,,0.7,0.0,,,2.16,,,,
84690,76.24,18.04,68.31,10.0,20.4,9.73,20.35,3.81,5.44,70.68,13.4,1.99,,8.08,10.54,1.05,59.53,,,,,0.33,,,,,,,,
33431,81.21,58.44,82.33,35.31,42.42,71.67,0.2,27.95,14.7,46.37,13.09,64.05,0.82,56.16,,1.87,,,,,25.58,,,,,,,,,
67492,12.49,14.89,71.59,5.34,13.47,12.0,9.26,0.76,39.24,7.58,,31.46,0.94,9.68,0.0,6.82,,,,,,,,,,,,,,
87018,17.42,55.95,61.56,95.61,95.09,99.94,0.0,91.64,43.53,82.33,88.88,2.2,26.59,52.47,21.39,0.77,,,,,,,,,,,,,,
41735,63.13,35.48,41.75,95.54,87.19,89.6,79.22,31.57,90.71,64.07,58.88,76.13,78.89,,20.97,3.03,0.68,,0.0,8.82,19.07,,1.53,,,87.35,,,,
1496,10.26,36.83,36.51,27.84,41.04,28.34,8.21,39.18,28.67,58.48,24.81,47.62,0.17,1.76,97.99,19.0,,,5.24,,0.0,,,,,,,,,
25932,68.98,77.94,84.25,68.42,94.43,84.56,56.53,99.62,63.12,67.95,15.01,92.25,22.62,1.35,62.61,58.7,,36.21,95.18,,94.76,,,,,,,,,
90838,27.78,81.32,83.92,32.12,36.52,48.79,27.37,77.06,27.05,10.25,4.79,72.11,,24.71,,48.92,0.17,,,,,,,,,,,,,
73795,57.69,14.36,33.83,56.34,90.63,64.9,0.17,43.47,11.67,6.22,,50.48,14.32,,,,,49.86,,8.32,,,,,,38.85,,,,
34314,97.33,56.21,72.77,85.67,89.73,82.1,97.79,99.82,99.99,94.11,75.96,98.05,2.4,0.6,49.73,32.71,0.0,31.23,,,95.23,,,,,,,,,
94766,79.74,59.65,71.21,53.75,61.09,39.14,62.5,43.25,85.33,43.91,33.52,44.49,9.14,41.57,,30.07,,28.46,,,,0.59,,,,,,,,
145442,58.56,96.07,71.11,91.4,77.4,75.78,77.14,63.21,95.66,58.97,55.49,40.05,60.34,11.65,12.66,10.68,2.17,5.02,5.71,0.6,,,5.56,,,,0.89,0.15,,
43921,60.1,77.55,87.7,75.0,62.24,53.08,54.52,57.63,70.83,71.41,26.22,35.73,17.73,99.61,29.04,6.24,36.12,6.18,34.87,9.43,,,2.06,,,,,,,
63619,73.55,30.59,25.06,11.22,63.97,28.07,7.88,33.68,13.91,5.56,72.13,68.98,,22.32,40.93,0.15,6.95,22.39,13.32,,,,,,,,,,,
23989,23.28,48.92,60.0,41.16,42.9,63.49,42.43,23.14,85.65,8.72,,3.57,50.87,0.0,,12.75,,88.31,,,0.18,,,,,,,,,
64994,99.64,84.27,81.32,89.78,94.25,70.03,34.63,80.06,69.7,99.97,60.49,63.66,28.81,52.94,18.43,40.67,99.72,100.0,1.24,,49.76,0.7,,,,,,,,
209087,79.73,99.91,99.99,89.78,68.48,72.92,54.99,80.07,81.29,73.79,48.18,42.2,18.92,32.88,43.64,20.13,42.31,30.63,3.87,,1.51,1.46,,10.56,11.68,,6.96,,,
24523,20.91,40.63,19.74,94.18,35.35,88.44,1.64,39.34,17.03,48.06,8.75,94.32,76.16,1.38,,0.17,1.06,0.0,,,,,,,,,,,,
23139,72.29,89.29,85.11,97.05,98.35,87.9,77.45,66.75,80.25,81.68,96.3,78.7,42.67,34.15,30.15,14.83,42.67,34.04,6.68,,5.71,,,,,,,,,
28532,35.29,88.33,27.44,64.59,35.15,28.62,59.33,77.2,12.0,86.99,7.86,58.01,42.57,4.34,56.01,20.31,84.57,,1.2,,10.78,,,,,,,,,
29292,98.66,90.65,99.9,77.17,86.5,79.48,38.78,99.99,45.66,83.17,50.04,99.23,0.5,48.78,96.9,55.39,0.0,40.15,2.65,,16.61,4.43,,,,,,,,
13526,27.11,68.02,26.44,25.04,8.75,9.61,14.22,17.95,5.88,35.1,8.46,7.28,13.5,1.53,7.93,30.37,7.84,0.2,,,4.08,0.7,,,,,,,,
55055,98.65,91.74,99.91,72.73,97.67,97.68,3.85,43.04,98.88,81.66,75.22,76.31,71.32,2.93,3.18,19.2,93.25,0.15,,,13.97,,,,,,,,,
111844,8.88,38.66,8.73,26.39,17.38,67.31,6.77,2.39,47.35,,,30.96,,,9.9,,0.15,,,,,,71.91,,,13.48,,,,
26930,35.71,50.39,62.84,26.97,31.06,25.82,5.68,44.27,28.4,49.06,4.31,44.74,29.59,2.7,0.0,32.38,19.31,0.41,,,1.29,,,,0.41,,,,,
83752,54.66,64.13,26.63,68.06,42.25,30.26,39.86,57.91,39.4,90.53,18.55,88.74,10.04,18.43,6.18,17.31,53.4,35.94,91.42,,,,,,,,,,,
66139,18.41,26.13,17.08,14.29,2.38,12.93,3.98,41.0,3.42,45.88,1.09,0.88,0.0,3.95,,1.36,,,,,,,,,,,,,,
11450,5.22,14.15,70.83,89.83,55.81,88.9,5.56,76.32,26.11,3.67,0.18,10.39,0.0,2.88,0.4,2.85,0.0,2.06,,,,,,,,,,,,
436486,6.92,62.73,15.86,94.67,58.62,98.43,3.32,9.9,41.51,65.72,31.0,73.06,56.32,,,,,,,,,,0.7,,,3.48,,,,
88453,51.76,19.98,33.4,42.29,26.97,70.94,7.29,1.81,17.48,43.01,,39.14,51.95,13.4,,3.14,4.83,,,,,,,,,,,0.6,,
32380,71.1,98.46,87.86,86.38,84.19,76.24,87.42,91.03,99.99,85.31,95.44,85.61,21.52,2.44,24.68,22.22,85.82,0.23,46.07,12.3,,,,,,,,,,
168578,85.69,74.34,77.15,63.71,48.79,47.02,99.81,79.51,5.05,96.16,6.15,66.87,0.62,47.2,59.82,49.53,97.91,58.56,,99.0,51.17,,,27.55,,,0.0,,,
42417,64.35,97.79,85.93,72.88,89.58,78.79,53.75,57.13,89.72,76.63,36.77,77.62,52.16,54.17,15.87,1.29,0.38,54.6,1.95,0.15,55.97,0.59,0.16,,,,,,,
38961,92.38,52.12,93.72,58.29,88.12,58.19,17.04,1.77,60.1,42.72,14.91,77.98,4.48,1.18,18.01,42.56,99.55,1.56,,2.25,,,,,,,,,,
178510,91.39,93.69,91.58,99.68,98.3,94.09,57.17,82.84,80.73,91.3,90.38,19.42,60.25,87.49,17.43,3.35,2.89,1.74,4.1,9.27,3.08,,0.56,,21.88,,0.0,0.35,,
32604,41.13,31.02,86.07,68.88,44.69,58.52,28.8,43.65,52.42,75.28,29.68,6.82,14.28,71.36,13.36,3.03,4.76,,13.22,,,,,,,,,,,
13022,33.71,66.21,90.19,28.51,75.45,40.32,12.72,0.0,6.93,6.57,56.34,8.75,,6.65,,5.18,,,,,,,,,,,,,,
229531,99.6,99.73,96.25,98.65,66.16,41.96,37.9,100.0,62.28,97.54,80.87,76.26,74.38,3.74,4.94,5.43,33.75,5.61,,,,,,,,,5.87,,,
44010,,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,
264859,41.01,22.31,10.58,55.56,10.46,72.27,0.0,0.18,44.04,5.76,0.0,57.63,0.0,,,,,,,,,,,,,97.82,,,,
44174,55.73,96.91,24.05,97.14,68.79,96.64,55.23,90.62,74.98,81.02,19.08,61.95,53.52,0.88,10.18,3.57,0.0,0.33,0.71,,,,,,,5.49,,,,
30018,67.7,15.08,84.19,46.32,39.04,66.67,22.68,2.65,91.69,27.61,0.75,10.16,0.0,0.8,0.35,13.93,,,6.42,,,,,,,,,,,
40346,67.43,67.63,95.87,79.61,86.22,74.78,60.84,74.06,96.71,74.78,38.66,46.91,27.74,77.49,27.34,39.51,10.39,1.72,,3.18,3.93,8.01,,,,,,,,
212621,26.58,39.63,25.24,57.45,21.3,11.98,36.22,63.14,6.82,52.61,49.54,42.47,21.86,8.35,4.72,42.97,48.83,0.6,7.95,,,,,,,,1.61,,,
24092,74.93,2.49,99.99,0.0,67.69,0.35,34.48,23.19,,5.0,95.06,0.0,3.67,60.01,,0.15,,,,,,,,,,,,,,
95854,44.16,45.41,48.84,87.3,66.77,96.84,99.33,31.65,99.69,39.18,6.28,81.9,2.58,0.77,0.47,0.89,90.93,,,,,,,,,,0.0,,,
84315,23.68,11.77,10.96,24.61,34.4,10.88,3.78,10.15,9.45,7.24,25.98,4.77,1.93,41.38,,3.03,,,,,,,22.6,,,,,,,
69327,17.23,64.1,59.42,89.46,30.91,92.81,53.63,28.06,15.66,94.23,31.21,80.71,70.19,,61.43,,0.19,,,11.57,15.14,,0.0,,,9.7,,20.8,,
19422,0.2,9.93,9.93,17.19,19.26,23.46,3.52,0.35,5.01,0.41,13.52,1.97,0.67,0.74,,2.0,,,,,0.16,,,,,,,,,
13189,88.09,88.66,81.56,79.37,77.7,67.57,93.96,42.13,45.6,91.61,2.39,34.04,8.27,42.75,27.85,4.0,,4.79,,36.65,,,,,,,,,,
121427,99.52,94.56,91.79,97.71,90.99,91.68,68.81,83.69,18.36,99.79,95.78,99.93,83.59,60.36,,,99.99,47.55,14.15,,,2.34,,3.36,,23.83,,22.84,,
1979,33.44,13.48,28.97,52.29,51.91,31.41,2.05,7.96,40.52,19.56,4.56,7.81,14.81,45.62,,5.93,,,7.0,,,,,,,,,,,
22120,53.47,57.24,75.87,99.78,61.61,99.55,71.0,41.65,43.07,82.13,3.55,90.71,99.21,3.75,0.65,4.21,9.66,,,5.48,,,,33.87,,,,,,
72421,87.01,30.17,42.7,33.59,17.85,40.01,62.38,50.79,6.72,39.93,2.69,35.56,77.86,21.3,,5.77,53.03,0.3,5.62,,,,,,,,,,,
228630,88.04,72.8,61.72,93.97,93.31,56.84,47.84,99.05,34.43,90.7,97.94,71.02,46.68,,99.84,,95.55,,,,,,,,,24.28,,,,
206486,67.26,44.8,36.43,46.89,62.91,67.84,75.14,71.88,35.19,53.05,62.17,47.34,4.36,42.6,,84.16,78.26,0.0,0.35,,0.87,,,,,,0.59,,,
34173,85.64,64.51,61.98,96.61,94.17,91.72,43.61,73.28,88.1,64.44,7.73,92.94,77.34,7.91,98.47,27.65,4.88,22.41,2.65,9.9,,,,,,,,,,
429430,0.0,2.2,0.41,19.54,21.64,64.72,0.15,18.79,6.41,4.0,,30.63,9.99,,,,1.36,,,,58.56,,,,,16.47,,,,
23631,40.94,34.47,50.13,30.78,35.53,26.03,21.35,39.74,65.28,21.22,57.87,5.84,3.52,35.71,45.13,85.97,,,,,,,,,,,,,,
57985,76.06,32.49,35.69,80.01,46.66,70.27,74.95,73.62,92.36,37.86,21.27,36.49,42.56,1.98,30.62,19.19,0.0,0.15,0.45,9.26,,,,,46.76,,,,,
39107,99.62,65.18,64.64,94.55,83.8,72.12,81.28,17.77,52.99,49.23,16.28,96.75,99.43,6.82,90.89,59.88,66.29,0.0,5.45,100.0,,,,,,99.87,,,,
29400,30.63,99.84,74.18,48.15,16.08,54.0,0.2,7.63,31.68,51.28,13.3,9.65,9.77,21.42,16.2,2.85,,,0.15,,,,,,,,,,,
35117,30.27,58.49,99.24,39.09,32.0,42.69,27.38,48.43,58.19,15.51,69.81,22.96,10.6,77.75,7.58,5.76,0.47,2.83,,,0.0,,,,97.99,,,,,
94196,58.2,28.04,61.98,36.84,70.58,56.37,99.99,21.02,10.48,37.41,53.77,50.88,,0.15,0.0,1.19,0.0,8.68,,0.61,,2.17,,,,,,,,
7826,22.89,63.25,21.89,48.59,51.36,82.69,0.0,20.43,17.29,9.19,0.87,0.35,3.58,16.52,,7.98,,,,,,1.18,,,,,,,,
220270,99.46,99.27,98.56,96.69,88.8,72.17,30.33,99.99,67.75,99.99,86.17,96.18,99.52,7.2,94.96,12.22,12.43,80.07,58.6,,,,,0.0,,,3.58,,,
78290,43.84,70.99,48.17,71.05,73.3,94.6,91.85,36.94,35.83,8.86,46.57,74.46,10.66,2.26,0.0,33.28,18.13,,1.82,35.28,,0.87,,0.0,,,11.34,,,
36985,35.23,36.71,63.03,30.52,65.77,34.2,0.0,72.94,0.19,44.7,84.98,1.37,16.74,19.62,,1.22,,,0.16,,,,,,,,,,,
51055,10.8,91.35,62.38,81.58,71.37,96.68,0.41,2.39,18.37,27.09,0.19,0.61,2.39,0.45,,0.15,81.74,,2.03,0.0,,,0.0,,,,,,,
76445,90.16,11.63,92.1,35.4,57.65,57.34,55.16,23.1,10.4,1.74,15.74,96.0,12.75,21.96,,5.54,0.0,,,0.0,17.89,10.4,,,,1.23,,,,
4926,5.29,0.2,16.13,22.59,20.4,64.28,2.43,14.86,20.1,21.2,46.48,4.91,,5.66,2.21,0.8,,,,,,,,,,,,,,
47091,16.64,10.63,1.99,5.56,17.9,34.7,5.52,1.79,2.37,0.59,0.0,,0.0,17.59,,0.59,,,,,,,,,,,,,,
66543,36.09,99.6,74.15,97.12,93.07,87.72,75.1,71.81,99.84,75.94,51.24,99.64,3.15,57.03,18.47,6.66,17.4,,,100.0,1.62,,,,,12.76,,,,
59146,99.99,66.06,43.01,37.11,70.68,66.19,0.0,67.57,4.63,29.58,,69.79,,26.37,,0.15,0.0,99.99,,,0.6,7.71,,,,,,,,
57617,65.71,85.75,81.64,98.21,89.18,81.99,94.04,97.37,71.98,66.37,99.1,97.82,99.99,0.77,1.03,57.33,,30.73,1.69,96.94,,,,,,9.74,,,,
32659,88.8,89.04,99.99,87.7,98.55,97.99,8.54,98.13,98.59,97.77,11.88,7.25,30.16,99.99,8.98,38.97,3.79,,,,,1.39,,,,,,,,
35859,12.07,32.6,60.08,16.42,48.32,19.04,23.89,26.94,10.73,35.64,54.39,16.85,2.96,25.75,,0.53,,98.66,,,,,,,,,,,,
42808,54.98,61.03,68.1,87.43,90.7,94.3,85.64,37.4,88.04,86.91,9.63,15.19,10.05,6.29,0.0,0.16,71.33,2.73,0.16,,3.36,,,,,,,,,
73158,90.42,35.34,56.19,55.34,87.33,59.1,17.83,42.19,36.12,51.69,48.0,59.35,16.39,3.79,23.96,10.11,0.0,4.07,,,4.39,,,,,,,,,
42349,71.54,75.91,93.33,99.75,99.98,95.23,39.8,68.11,95.28,83.21,46.99,99.94,65.7,43.91,90.92,30.37,86.08,3.36,,,3.0,,,,,,,,,
136832,35.49,41.65,55.19,91.67,53.94,73.44,81.78,18.05,88.29,60.68,81.42,83.65,79.46,0.0,,1.04,0.0,,1.76,2.11,,,,,,6.08,,,,
228814,4.09,48.38,1.54,80.69,35.62,76.48,,60.26,17.9,51.79,0.8,76.16,65.34,,,,,1.62,,,,,,,,70.33,,,,
114662,49.21,61.22,74.79,68.52,57.73,75.72,16.58,19.16,10.28,21.62,0.77,88.08,53.62,,,,1.49,14.63,9.01,,,,,,,58.59,,,,
41757,72.62,27.67,51.92,39.0,32.2,51.02,19.8,8.38,19.55,30.13,0.41,19.86,0.99,52.23,89.29,10.82,,,,,,,,,,,,,,
101253,93.4,75.36,39.8,84.21,79.47,84.59,0.89,97.29,22.45,34.29,5.15,74.72,5.89,0.53,,,2.22,,1.34,5.97,24.19,,,,0.3,0.17,,,,
21456,99.95,95.18,96.8,99.05,97.42,99.11,45.24,99.98,99.7,93.03,73.71,62.84,46.36,35.85,96.7,10.86,9.8,4.3,0.4,2.15,15.66,,65.9,,,,0.16,,,
53771,16.69,50.37,8.06,31.66,46.13,20.23,7.36,32.25,5.12,13.75,33.33,0.41,1.42,16.47,,0.15,,,,,,,,,,,,,,
38878,12.15,65.17,19.13,16.7,16.81,16.71,0.0,6.47,11.08,3.88,20.71,19.02,2.98,10.3,,3.51,0.3,3.14,,,,,,,,,,,,
63740,20.72,87.48,60.65,1.63,20.97,36.48,1.91,0.0,0.17,0.0,24.8,32.56,3.42,73.49,1.29,0.17,22.48,0.17,0.35,,,,,,,,,,,
137250,25.0,21.42,18.12,51.1,28.84,20.6,27.21,11.76,48.19,17.94,38.37,5.98,15.89,5.74,0.65,7.18,6.73,,,,,,,,,,3.78,,,
116716,11.13,42.84,28.35,75.11,27.13,96.86,33.91,16.96,9.5,61.75,24.84,81.22,81.55,,8.88,,0.0,,,21.9,,24.67,,,,17.75,,,,
182687,99.99,99.27,98.45,99.18,99.98,72.48,94.55,99.99,36.9,99.99,66.76,99.78,99.64,96.73,86.61,3.35,99.99,2.8,53.73,,,,,,,,0.15,,,
75143,16.67,31.48,37.21,12.1,26.57,84.51,2.18,66.11,30.43,13.7,64.9,,,28.96,,0.16,,,,,,,,,,,,,,
2758,99.41,63.55,92.49,99.2,78.48,76.12,83.11,87.7,83.04,54.85,87.71,85.65,73.39,76.48,42.05,53.94,,0.15,,,,,,,,,,,,
69458,57.8,99.02,96.98,94.05,92.73,88.1,77.56,93.37,76.0,65.01,84.61,98.28,53.75,40.42,58.59,27.65,8.5,64.77,17.53,16.04,28.09,,0.0,,,,7.95,,,
75235,24.56,51.2,35.26,65.4,56.37,30.78,4.66,32.07,46.74,36.88,5.1,14.14,3.32,46.9,25.81,38.14,,4.37,0.7,17.6,,,,,,,,,,
116566,98.92,68.8,50.76,99.22,40.0,82.3,37.29,66.16,25.46,99.92,81.89,96.64,93.99,,1.74,,99.41,2.17,3.46,30.56,,,,,,10.06,,,,
31436,72.64,81.33,78.9,89.5,92.9,95.16,68.57,73.75,88.25,60.04,48.48,66.32,51.26,40.32,8.13,18.56,52.34,29.61,,3.6,9.14,,18.08,,,,,,,
50827,46.4,26.26,32.42,32.04,55.11,22.21,0.0,12.25,10.79,35.9,0.0,57.87,13.88,13.59,19.25,18.83,0.37,,,5.98,,,,,,,,,,
36362,93.57,80.15,55.04,59.34,62.68,39.07,66.63,39.01,32.84,22.29,97.77,75.5,6.49,3.9,99.4,91.89,1.29,96.99,,,,,5.72,,,,,,,
29162,14.78,7.27,28.98,10.23,11.5,7.13,2.38,0.65,11.96,12.74,3.8,0.77,4.95,1.62,,3.35,0.0,,1.57,,,,,0.0,,,,,,
