SERV_ID,SCORE_1300,SCORE_1301,SCORE_1005,SCORE_1202,SCORE_1200,SCORE_1419,SCORE_1000,SCORE_1101,SCORE_1006,SCORE_1100,SCORE_1105,SCORE_1411,SCORE_1303,SCORE_1011,SCORE_1014,SCORE_1103,SCORE_1201,SCORE_1102,SCORE_1302,SCORE_1012,SCORE_1004,SCORE_1418,SCORE_1002,SCORE_1010,SCORE_1007,SCORE_1407,SCORE_1003,SCORE_1009,SCORE_1400,SCORE_1408,FLAG
136928,88.11,91.46,96.32,92.06,94.33,64.0,45.96,76.51,63.94,91.85,94.5,79.86,77.23,53.67,8.86,17.78,25.04,32.98,,1.14,40.55,,,,,,14.92,,8.42,,1
199358,81.31,70.69,96.74,85.94,90.53,84.53,37.67,55.44,80.61,88.03,76.67,56.42,32.44,53.26,17.69,8.72,7.34,25.67,0.3,,,,,8.44,,,18.55,0.0,,,1
58454,33.38,13.13,47.09,39.06,55.36,49.63,31.44,7.72,82.18,4.46,51.55,30.39,4.89,11.07,1.53,2.6,,,,,,,,,,,,,,,0
27343,80.98,74.84,98.16,82.85,72.04,65.77,98.71,68.67,83.71,83.97,39.41,33.56,97.08,24.99,7.07,17.64,,1.82,1.03,0.7,,,,,,,,,,,1
59755,67.48,13.94,60.31,93.42,65.3,55.95,57.02,46.7,36.4,35.94,8.49,85.04,54.59,28.24,8.37,17.83,13.09,0.6,,0.0,,,,0.55,,,,,,,1
58527,34.38,49.51,37.72,68.55,28.27,64.82,6.08,38.92,25.74,33.93,12.27,56.78,5.22,23.44,,0.53,,0.0,,,,1.39,,,,,,,,,0
18512,4.28,45.26,53.97,13.58,14.84,10.07,0.82,43.42,1.65,4.06,45.66,61.27,6.25,37.2,0.88,0.17,,,0.41,,,,,,,,,,,,1
28367,7.46,43.67,7.49,90.01,45.77,85.05,0.69,19.34,31.01,53.94,0.4,7.28,3.75,15.25,,0.15,,,,3.93,,,,,,,,,,,1
6357,49.2,39.33,56.13,51.98,43.06,34.31,48.33,23.44,52.66,44.66,21.3,23.03,19.11,16.39,19.82,8.57,8.95,2.03,,,,,,,,,,,,,1
41635,29.01,66.18,33.63,31.47,43.29,19.08,54.6,12.14,12.96,39.94,21.17,30.69,3.46,4.64,17.43,0.45,0.23,4.4,48.07,,,,1.85,,,,,,,,1
21207,78.51,60.34,71.44,64.88,90.5,78.87,48.32,96.14,84.44,43.39,71.9,16.06,48.81,11.78,3.51,55.79,8.04,12.2,0.15,,1.04,,2.83,,,,,,,,1
30569,28.06,36.37,46.76,40.01,40.82,35.63,39.62,20.54,25.7,49.65,24.64,17.43,37.54,7.44,8.32,3.49,22.48,15.42,0.94,,,1.05,,,,,,,,,0
34235,38.95,81.06,79.66,77.15,98.1,60.87,99.99,39.89,77.61,45.6,93.41,42.48,18.42,92.3,18.02,1.89,1.11,,8.16,,97.79,,,,,,,,,,1
30045,35.89,66.9,43.76,99.99,90.79,99.97,90.17,55.92,99.81,17.78,42.44,2.3,18.46,64.19,26.47,13.99,0.15,0.15,6.11,0.93,,,0.17,,,,,,,,0
4188,37.83,32.93,49.85,59.49,41.71,44.01,23.54,64.68,33.16,39.13,32.81,24.49,42.16,32.9,24.78,54.08,3.83,,0.0,2.34,,,0.7,,,,,,,,0
13930,85.64,67.16,80.68,72.3,67.53,82.52,11.05,95.82,30.47,79.3,53.66,98.11,57.58,3.97,99.3,0.17,1.88,,,26.78,,1.29,0.0,,,,,,,,1
53194,23.7,34.52,27.52,31.69,37.97,56.91,10.89,0.0,1.9,22.38,28.75,18.05,16.34,4.31,,10.13,0.74,,0.3,,1.13,11.08,0.0,,,,,,,,0
6187,55.86,70.25,48.68,64.69,61.8,50.36,50.25,27.27,43.17,49.45,26.07,33.99,98.85,13.75,36.41,11.22,66.95,16.74,,1.23,,,8.56,,,,,,,,0
18740,95.56,43.84,68.32,39.4,30.61,63.61,27.51,50.78,21.07,29.69,57.95,11.69,85.3,13.24,,9.41,,,,,,,,,,,,,,,0
29892,32.28,63.37,74.43,73.76,52.36,79.7,99.94,22.55,89.74,51.64,30.96,14.71,4.05,79.97,7.09,39.14,47.05,1.87,,,63.4,,,,,,,,,,1
30653,96.15,78.33,88.81,92.39,86.77,88.79,28.52,38.19,71.09,96.11,54.13,88.35,49.95,12.29,11.34,47.12,96.36,24.02,14.56,1.21,1.05,,0.17,16.08,1.09,,0.16,,,,0
12928,99.95,95.16,96.1,98.27,87.27,74.99,87.95,90.85,67.67,99.96,79.9,98.52,90.69,68.69,25.77,62.83,99.97,99.71,10.89,,0.45,,,,,,,,,,0
41681,76.38,63.54,97.95,64.83,46.16,71.32,24.16,30.26,84.35,98.11,25.07,11.42,97.12,2.84,77.13,18.86,,,,,,,,,,,,,,,0
75437,72.54,60.84,46.53,81.68,79.96,76.34,85.87,57.06,45.4,54.99,11.45,94.96,85.6,50.96,70.97,24.1,25.08,,,,,,,,,,,,,,1
92743,55.4,6.73,59.71,91.63,36.16,89.03,4.76,9.6,27.11,22.1,13.95,80.81,69.86,,,,,0.0,,3.34,,,,,,21.28,,,,,0
61017,99.99,99.99,99.45,99.83,99.99,88.07,72.04,99.9,83.42,96.66,98.67,99.16,85.53,13.38,99.81,11.33,99.4,22.19,40.14,,,,0.7,,,,45.62,,,,1
353883,11.39,8.21,13.25,25.52,6.77,40.76,0.35,9.97,9.3,1.02,37.65,18.65,,,,,,,,,8.76,,0.0,,,16.21,,,,,0
115434,71.34,85.21,94.57,99.88,98.27,99.82,91.3,96.3,85.12,91.49,91.0,43.08,88.67,65.82,15.88,54.13,72.56,13.94,3.7,22.31,14.01,,0.0,,,26.04,,,,,0
249223,5.14,47.51,14.16,90.45,25.31,62.9,0.0,81.74,8.93,80.22,7.7,97.13,97.96,,,,,0.0,,,,,,,,54.48,,,,,0
100483,5.66,13.45,1.92,43.37,10.1,47.03,,0.68,11.22,79.2,,42.27,65.35,,,,,,,,,,0.0,,,4.17,,,,,0
23490,74.06,76.43,49.79,80.73,39.72,80.87,2.51,66.2,26.63,43.91,0.2,0.0,31.29,0.0,,1.11,2.03,1.06,,38.61,,,0.0,,,,,,,,0
92063,85.43,43.37,76.38,43.32,35.82,57.94,8.4,6.46,27.09,57.05,58.78,56.23,39.29,20.53,,3.03,,,,66.99,,25.58,,79.21,,,,,,,0
81910,42.24,20.59,52.48,51.68,75.9,38.59,14.32,9.02,22.04,26.02,14.27,76.64,13.95,0.94,24.14,22.35,0.0,0.0,1.11,,,,,,,,,,,,0
33941,25.86,32.05,23.49,16.32,8.37,34.01,0.18,16.61,0.49,27.9,21.71,21.27,1.36,3.76,,0.59,0.56,10.38,,,,,,,,,,,,,1
220485,75.84,89.0,83.48,94.44,79.12,63.18,76.2,70.37,60.92,74.74,53.61,67.25,16.23,6.85,92.19,9.23,23.52,84.27,43.87,,,1.18,0.0,,,,2.63,,,,1
6880,49.03,10.59,32.35,37.31,37.48,26.81,29.37,23.42,56.72,12.46,50.79,25.67,4.08,3.14,1.62,3.03,2.89,3.92,,,,,,,,,,,,,1
50193,99.99,86.89,89.0,80.43,93.1,79.1,59.49,80.58,28.85,68.2,0.82,96.34,55.91,30.99,71.95,12.84,58.17,,1.98,0.44,0.0,,,,,,,,,,0
106252,32.16,97.43,83.35,70.6,53.64,51.13,76.02,6.31,51.4,34.48,44.61,63.66,2.36,99.75,97.72,53.75,0.5,,0.0,,,,,,,,0.17,,,,1
257240,12.55,50.5,18.14,66.99,11.89,11.43,24.94,38.44,15.16,64.18,5.05,43.47,61.77,,,3.32,,85.46,,,,,,,,6.41,,,,,0
29872,84.09,70.81,86.62,95.31,82.25,73.05,94.56,96.73,99.99,96.91,86.7,54.44,15.25,72.46,5.69,29.16,0.27,,,,35.19,,1.72,,,,,,,,1
69382,37.94,7.0,29.92,86.21,31.97,85.97,11.69,6.03,29.06,78.33,0.0,46.57,55.62,,,,,,10.95,18.06,,0.33,,,,26.55,,5.25,,,0
73457,45.82,50.75,48.81,49.87,65.47,47.12,1.37,3.51,10.86,42.59,15.38,8.92,2.32,1.68,3.3,3.12,,,,,,,,,5.85,,,,,,1
136746,53.95,42.72,43.24,93.21,75.12,89.2,53.63,89.21,77.65,90.18,55.09,42.04,43.98,29.32,11.03,13.98,4.12,4.95,,56.72,31.53,,0.0,1.38,0.6,5.52,,,,,0
31638,92.79,70.74,91.16,95.25,98.67,85.94,73.69,85.23,83.96,93.39,92.22,83.56,10.35,43.27,43.23,7.74,30.2,0.65,2.08,0.0,0.88,,,,,,,,,,1
69208,75.92,29.3,47.26,27.56,74.35,56.93,0.0,28.23,27.83,7.35,23.38,89.5,0.97,56.65,11.09,9.59,,,,0.0,,,,,,,,,,,0
52863,77.79,84.31,97.23,99.83,98.55,96.74,84.46,78.43,62.89,77.19,10.39,92.09,96.42,67.71,0.94,36.68,0.35,4.0,2.15,87.69,,,12.56,,,,,,,,0
78721,72.81,58.0,66.27,26.29,89.15,22.65,0.68,26.39,15.67,44.11,5.68,91.07,11.28,0.35,,2.0,4.01,,0.35,1.64,,,,,,,,,,,1
61841,53.13,23.81,76.37,78.9,60.52,46.71,95.88,90.41,86.24,86.9,14.27,62.2,85.18,4.65,1.17,37.86,97.38,9.09,,,,,75.69,,,,,,,,1
46836,31.37,99.92,81.11,61.57,91.67,72.62,33.98,94.43,34.46,39.47,2.57,72.04,51.21,73.44,55.92,66.36,18.53,0.23,70.24,,3.72,,,,,,,,,,1
83372,94.54,90.14,73.09,99.56,85.99,99.42,88.76,94.76,84.19,97.04,61.89,98.95,61.6,27.57,15.09,18.19,29.57,36.52,13.79,7.89,41.42,,35.93,,,,9.53,47.46,,,0
50599,98.42,14.65,17.13,64.41,50.77,93.67,25.11,6.57,67.25,1.57,72.96,,,68.13,,0.77,,,,,,,,,,,,,,,1
198939,76.29,80.17,73.0,71.12,37.32,22.1,10.62,99.72,33.09,57.38,65.84,47.3,5.47,,83.49,,,,9.49,,,2.38,,,,7.03,,,,,0
30963,38.64,33.04,12.4,11.62,7.37,10.04,40.4,6.07,7.62,8.12,1.23,7.71,2.2,0.15,,3.57,,,,,,0.7,,,,,,,,,1
8657,11.33,9.03,25.2,0.61,3.35,5.9,1.1,0.61,0.0,0.0,0.0,,4.87,2.88,0.33,2.05,,,,,,,,,,,,,,,0
4714,58.45,13.41,12.05,8.78,6.76,19.87,5.92,5.65,9.11,1.22,,,0.35,2.28,,0.45,1.16,,0.17,,5.15,,,,,,,,,,1
10142,19.85,35.63,38.32,11.73,36.06,22.93,5.51,12.63,14.35,9.57,1.42,15.37,0.35,0.82,,3.26,,,0.35,,,,,,,,,,,,1
17940,21.9,26.92,24.32,32.74,21.96,23.83,10.05,16.8,39.72,18.54,28.49,38.39,1.22,51.91,4.42,0.45,3.9,0.0,,,11.09,,,,,,,,,,0
60144,50.86,76.62,24.66,90.59,56.1,87.06,22.73,73.03,23.35,65.22,9.83,91.25,86.96,,4.01,,0.0,,,46.55,,,,,0.45,34.01,,,,,0
10124,92.48,47.46,62.99,32.61,36.46,29.55,29.44,5.28,32.97,11.9,42.06,0.75,,2.63,0.4,33.94,37.74,0.35,,,,,,,,,,,,,1
42265,29.29,31.25,41.65,52.11,54.9,86.17,0.0,8.16,51.0,62.76,86.06,0.41,9.36,4.09,,3.14,0.75,,,,3.88,,,,,,,,,,1
24603,64.67,86.48,63.66,83.5,77.67,67.34,41.95,85.47,78.23,89.37,61.74,45.65,61.1,92.45,28.84,18.86,74.76,10.43,,1.2,1.11,,,,,,,,,,1
36578,17.65,32.89,26.38,41.46,28.26,35.13,33.23,12.54,18.81,28.88,14.9,37.8,8.58,6.75,4.01,4.53,9.87,,,55.92,,,,0.0,,3.15,,,,,0
53519,31.71,95.85,10.49,92.82,42.45,94.21,21.83,57.06,20.44,53.54,0.0,85.65,50.94,2.85,,,,,,,,,,,,76.33,,,,,0
18924,64.29,91.05,95.74,80.51,71.69,63.55,16.5,7.76,89.03,19.63,0.97,10.67,39.43,7.33,,0.17,,27.35,,,,,,,,,,,,,1
132635,21.19,54.79,24.61,51.14,15.16,45.8,6.61,15.85,15.24,13.19,1.79,18.86,0.53,,32.76,15.67,,,0.8,,,,,,,96.12,,,,,0
51840,46.05,62.91,75.18,75.39,65.05,55.53,65.65,66.75,62.16,65.44,39.81,37.83,28.92,8.25,69.31,8.12,34.77,9.52,4.01,10.75,5.42,,0.0,,,,,,,,1
19214,23.55,32.63,11.44,55.29,21.54,42.88,6.82,6.13,14.72,33.42,4.32,2.8,64.97,1.35,2.57,0.53,,1.62,,1.9,,,,,,,,,,,0
45202,61.66,34.7,59.4,57.64,24.62,53.91,6.63,59.15,36.2,66.75,4.95,9.49,66.43,33.06,24.67,18.06,16.04,0.35,41.41,,,,,,,,,,,,0
216069,85.02,67.24,80.78,78.8,76.27,41.03,26.21,71.77,10.3,83.84,78.76,67.74,80.77,,1.12,,95.23,,,33.52,2.63,,,,,12.44,,,,,0
29344,14.6,56.66,60.97,67.01,51.73,46.13,2.47,35.46,31.41,27.68,7.48,99.38,6.28,12.29,,3.78,11.45,,,,,,0.0,,6.24,,,,,,0
25759,26.6,98.75,97.71,99.8,99.23,99.06,83.5,82.42,93.33,91.06,1.64,93.25,26.54,35.77,99.09,41.98,91.03,4.52,6.94,,,,,,,,16.77,,,,1
60261,29.65,30.22,73.64,60.81,47.57,76.32,23.63,60.07,60.03,79.6,2.88,76.93,69.76,3.96,,4.1,0.2,0.17,0.17,,,,,,,,,,,,1
54086,78.65,85.48,78.11,97.6,98.9,81.78,94.79,98.96,40.86,86.55,99.83,99.79,68.07,43.02,83.17,1.89,,65.3,60.84,17.51,,,,,,,,,,,0
60222,41.93,55.45,90.08,64.6,44.65,64.36,34.74,48.42,41.63,26.16,10.89,69.33,19.7,2.81,2.27,11.53,99.99,,0.0,2.76,13.33,,0.35,2.51,,,,,,,0
72131,51.14,79.9,69.22,65.31,73.54,79.71,99.99,56.42,97.07,25.22,38.23,28.48,42.06,13.99,2.51,17.24,1.29,,,,,8.7,,,,,,,,,1
110729,84.17,67.86,65.63,77.77,80.64,94.43,1.16,70.06,34.84,68.69,91.85,70.74,8.63,34.47,,,0.3,,8.58,10.3,,,,,,2.85,,,,,0
32409,24.42,36.75,25.07,71.26,13.26,54.79,45.6,15.63,8.16,27.0,1.17,39.39,82.05,,,4.91,5.33,,2.32,,,,,,,49.98,,,,,0
958,4.13,1.29,2.91,1.1,9.27,5.12,2.19,0.2,3.62,0.0,,0.0,,0.77,,0.7,,,,,,,,,,,,,,,1
3346,62.54,39.91,45.3,47.44,68.82,57.95,13.2,45.97,38.82,47.08,12.01,73.48,50.46,53.81,0.72,16.46,0.45,1.49,5.58,,20.27,,,,,,,0.3,,,0
53256,87.25,76.27,64.81,93.76,45.54,66.57,46.22,60.08,33.55,68.3,40.61,31.89,8.95,2.33,1.84,14.68,16.84,0.89,1.03,,,0.59,,,,,0.0,,,,0
11725,85.36,68.2,77.99,63.47,69.35,58.69,83.77,62.92,97.96,33.98,58.92,17.96,6.15,91.06,67.12,58.61,7.82,0.65,,,,,,,,,0.0,,,,1
82234,81.25,27.93,51.28,24.45,26.45,48.09,5.6,54.64,60.8,6.05,14.15,0.82,0.89,8.74,,11.74,91.24,,,,96.69,,,,,,,,,,0
40643,84.92,40.59,39.09,81.1,49.34,59.32,55.84,92.74,35.48,71.06,48.47,77.03,8.24,14.77,,0.45,12.91,5.23,,,,,,,,94.08,,,,,0
83238,48.95,39.81,28.89,19.19,25.91,33.64,57.31,38.01,3.72,0.0,,,53.12,56.71,69.16,96.4,,7.74,,,,,,,,,,,,,0
85125,51.73,15.35,31.6,32.47,37.15,63.64,33.47,32.06,6.21,29.76,,36.49,15.41,13.94,,18.05,,,,0.33,,0.59,,,,,,,,,0
20369,53.85,36.32,64.69,78.45,75.48,79.07,58.73,62.4,87.45,54.26,28.71,50.63,7.39,31.58,6.12,16.95,21.49,0.0,2.1,1.98,1.17,,1.57,,,,,,,,1
7528,25.72,57.9,68.15,63.16,24.51,71.06,41.14,64.12,27.05,18.27,,48.43,75.3,38.12,18.9,6.68,,,,,,,,,,,,,,,0
45636,72.8,50.7,40.06,30.17,19.92,44.45,69.21,10.63,0.0,3.84,,15.56,23.65,8.68,25.68,3.62,,,6.16,,,,,,,,,,,,1
30742,75.21,45.23,7.01,53.88,31.81,84.85,48.34,79.22,15.57,59.51,11.76,74.35,10.19,,13.26,3.03,,,,,,,,,,32.9,,,,,0
16477,3.7,0.0,5.65,2.35,1.55,4.36,4.66,0.18,2.58,2.32,,1.18,,8.14,,0.97,,,,,,,,,,,,,,,1
26580,97.99,27.31,37.18,9.48,8.78,17.41,,0.0,1.78,0.0,39.51,97.01,0.0,25.61,10.6,5.31,,,,,,,,,,,,,,,1
84860,24.98,45.66,28.51,35.39,38.42,22.22,56.32,26.14,54.23,34.74,31.41,31.67,19.12,5.22,1.42,5.76,1.1,6.06,,,,,,,,,,,,,1
10057,77.66,51.34,28.13,54.28,25.86,24.34,28.08,39.19,18.59,45.8,36.32,32.29,17.89,27.63,5.21,10.03,29.49,2.29,2.3,1.96,,,,,,,,,,,1
25093,34.81,33.26,37.87,60.07,30.37,31.73,27.18,45.34,25.38,41.94,30.17,41.25,42.83,3.74,2.63,11.77,3.21,,2.33,,,,,,,,,,,,1
1439,68.54,63.21,57.72,14.16,24.16,35.22,74.45,7.71,39.97,2.08,90.52,7.25,0.0,32.52,,26.06,,,,,,,,,,,,,,,1
77613,93.52,78.61,98.96,57.94,76.84,87.24,89.88,94.5,84.01,80.36,0.0,99.71,4.62,87.4,0.0,23.2,0.0,0.16,,,,,,,,,,,,,1
55764,57.62,49.76,85.33,63.03,32.49,52.98,73.53,30.0,34.01,57.14,20.68,12.15,40.85,42.64,67.19,50.4,0.22,,0.0,3.31,,,,,,,,,,,1
61318,8.54,56.11,85.56,65.18,70.59,36.35,9.78,25.62,20.27,60.54,94.6,84.34,29.4,4.52,,1.82,67.29,1.11,0.7,1.52,10.41,,,,,,,,,,1
45092,86.44,54.28,95.45,87.24,97.95,91.39,94.04,78.44,99.22,97.63,79.22,86.32,11.65,4.61,6.53,99.99,0.85,7.09,,4.52,,,,,,,,,,,1
71766,7.55,3.25,14.71,25.42,13.9,40.22,3.35,20.97,4.67,3.06,5.74,68.98,4.05,,1.34,,,0.0,,,,,,,,4.68,,,,,0
70437,94.71,63.21,97.97,84.55,88.03,93.41,92.77,40.36,31.01,3.63,49.65,,0.81,0.97,,0.15,,,,92.69,,,,19.0,,,,,,,1
62858,66.37,51.06,41.84,35.3,58.96,68.78,1.99,31.63,9.38,77.42,90.61,9.88,0.62,19.89,22.4,1.05,82.67,4.51,18.24,0.6,,19.73,,,,,,,,,1
11290,35.6,96.39,73.79,72.83,64.71,59.78,99.99,62.41,59.73,77.1,28.26,24.4,42.45,2.55,11.27,6.09,0.0,0.0,0.77,,96.25,,8.07,,,3.54,,,,,1
35756,63.38,33.23,23.3,32.93,51.09,42.86,4.59,30.63,7.15,16.73,,72.0,10.58,10.69,2.73,3.88,,,,,,,,,,,,,,,0
83095,88.25,55.5,39.4,81.73,62.74,55.17,99.83,88.5,93.45,55.22,2.74,7.53,1.57,1.38,3.23,2.17,0.45,,47.01,,,,,,,,,,,,1
179829,42.53,25.95,73.41,57.04,42.08,41.61,7.6,10.87,48.52,70.95,13.56,37.02,96.77,,92.05,,,,0.5,69.71,,,74.01,,,22.16,,,,,0
33783,30.77,24.86,83.2,78.52,71.18,54.86,48.83,18.66,94.86,59.56,9.92,16.64,16.46,48.95,57.7,8.38,0.17,3.58,,0.16,,,,75.88,,,,,,,1
50561,7.0,30.6,9.19,6.31,4.62,22.26,0.0,3.05,3.78,14.96,4.75,,1.43,0.98,,0.16,,,,,,,,,,,,,,,1
345279,26.52,86.52,84.69,19.31,78.4,59.08,80.17,27.23,15.43,28.9,84.81,91.61,1.92,,,,0.0,,,,,,1.05,,,1.87,,,,,0
282851,7.74,10.08,0.18,65.39,10.61,68.5,1.78,23.09,16.98,7.23,,0.65,38.11,,,,,,51.69,,,,,,,3.58,,,,,0
141772,48.92,12.33,23.8,97.56,82.73,90.64,20.43,12.02,68.73,62.78,19.01,82.06,10.81,26.12,4.9,8.33,4.86,48.58,6.57,,,1.46,,,,11.63,,1.06,,,0
6303,10.94,20.9,13.57,92.74,68.84,96.35,80.16,18.73,96.0,17.58,1.94,4.05,7.44,5.24,3.49,3.57,0.53,2.33,,,,,8.65,,,,,,,,0
72633,5.85,19.0,12.9,16.27,21.89,13.19,5.49,16.57,12.68,4.7,47.16,1.7,5.33,3.72,14.09,20.48,,,,,28.18,,,,,,2.74,,,,1
92778,31.37,63.64,27.74,18.4,18.93,24.44,0.0,37.88,5.37,46.1,4.85,3.06,,14.73,10.99,35.83,17.49,,,,,,,,,,,,,,0
38644,75.0,18.73,36.13,44.71,56.56,26.22,55.13,6.8,35.8,22.95,5.89,20.26,54.46,0.6,15.9,10.68,0.65,,,,,,,,,,,,,,1
35919,95.18,92.85,91.13,98.02,87.33,80.01,79.93,86.13,74.01,96.48,5.61,90.48,81.2,77.73,99.68,52.15,43.88,32.27,27.01,,,,0.35,86.07,,,,,,,0
20737,94.68,66.9,77.55,54.92,31.99,32.5,99.99,32.22,65.29,21.49,10.92,14.91,17.28,88.91,50.87,3.03,0.4,12.18,,,0.17,17.42,,,,0.0,7.76,,,,1
5003,56.21,55.13,65.6,44.19,84.7,97.13,5.18,10.97,33.6,56.7,77.95,25.84,21.08,40.48,1.98,3.03,0.4,8.75,,30.05,,,,,,,,,,,1
63064,14.59,59.17,42.84,65.66,66.89,71.41,25.44,11.13,10.55,40.73,94.86,96.06,59.49,0.0,0.0,6.46,3.39,22.54,0.0,99.23,,,,,,8.79,,,,,0
34253,60.61,65.95,83.2,98.73,94.61,90.08,33.85,58.42,93.55,79.52,11.69,6.94,23.92,99.86,5.81,37.67,0.17,1.85,,,,,,,,,,,,,1
19451,57.06,57.64,91.95,91.02,91.37,90.31,18.23,57.08,79.37,63.72,2.85,54.18,82.84,3.6,,44.8,0.0,1.0,6.49,,14.05,0.7,,,,,,,,,1
172193,30.3,44.54,1.83,75.93,37.35,79.3,99.44,12.85,14.55,76.07,0.0,77.46,45.79,,,,67.07,,,0.0,,,,,,25.67,,,,,0
95378,54.09,65.53,33.38,15.44,31.33,31.34,9.97,23.57,19.43,13.03,72.46,22.5,7.74,10.83,,9.99,,,,,,,,,,,,,,,0
3113,32.87,52.75,98.35,83.7,68.33,82.27,5.67,24.76,78.63,26.51,66.74,73.37,21.6,0.16,6.43,61.51,0.35,4.79,2.21,,,,,,,,,,,,1
20567,54.77,26.82,40.67,64.81,24.77,69.7,12.75,11.38,17.88,44.57,8.89,1.71,1.34,,,22.83,59.28,0.0,,,,,,,,,0.0,,,,0
254141,6.19,3.47,0.23,28.06,1.64,17.86,3.94,3.61,5.97,1.76,0.0,53.77,8.56,,4.92,,,,,,,,,,,71.16,,,,,0
58862,33.77,35.58,11.9,55.72,26.68,43.48,11.61,30.31,9.76,17.33,23.47,66.77,47.11,1.89,,3.88,,,,,,,,,,,,,,,0
8024,12.49,5.0,6.8,1.7,1.7,12.36,,2.94,8.22,0.0,0.0,,,0.77,,3.7,,,,,9.02,,,,,,,,,,1
16430,29.27,90.51,33.39,81.42,67.08,40.75,35.01,55.77,63.38,68.71,11.24,37.67,3.51,32.23,20.29,3.57,,,,0.35,,,0.3,,,,,,,,1
10060,50.29,38.23,60.56,48.03,26.61,81.69,22.79,10.39,26.06,9.05,0.0,99.91,,5.47,0.6,0.45,,,1.0,,,,,,,,,,,,1
85458,46.9,69.02,69.62,42.17,47.84,42.64,0.25,37.77,6.21,62.64,89.12,10.87,3.13,41.88,,6.93,96.17,,2.83,,,,,,,,,,,,1
72060,78.29,76.91,49.62,99.96,85.47,86.66,92.02,74.86,91.02,46.86,96.9,90.37,99.99,55.76,,4.56,0.23,,,1.68,,,,,,,,,,,1
13487,74.4,84.94,89.89,87.98,88.55,83.88,76.6,59.78,89.34,85.22,29.04,73.0,36.95,67.94,65.03,33.2,65.98,11.97,1.29,,64.11,6.09,22.88,2.01,,,,,,,1
46891,46.32,52.28,39.85,82.35,46.61,78.08,6.03,72.1,39.69,34.06,17.92,86.96,51.06,,3.51,7.18,39.43,,2.1,6.91,,,0.7,,,,1.19,,,,0
238323,45.0,36.22,64.97,68.34,94.01,63.08,3.64,48.84,71.23,58.26,33.37,17.66,8.45,8.07,,38.18,55.4,,,,1.93,,,,,,2.1,,,,1
47761,28.65,32.0,61.04,16.6,19.52,52.73,18.42,9.03,17.2,0.2,15.02,11.17,1.52,81.53,13.55,26.25,15.06,,,,,,,,,,,,,,1
36727,34.41,57.34,73.77,47.42,62.63,36.6,17.2,43.9,60.36,34.81,19.65,96.36,0.15,4.05,0.0,9.87,0.62,1.72,,,,,0.81,,,,,,,,0
189919,58.24,19.35,37.63,41.07,59.02,78.55,30.22,59.5,37.55,70.49,32.3,35.46,0.89,21.01,3.33,2.86,0.0,,0.37,,,5.68,,,,,90.07,,,,1
372049,6.6,18.46,70.18,46.11,21.32,55.95,44.57,7.3,83.62,0.62,1.78,53.64,14.34,,,,,0.15,,,,48.28,,,,5.91,,,,,0
73941,45.79,55.08,64.2,96.72,95.24,96.28,4.77,99.39,82.11,44.2,29.68,74.62,59.08,4.86,4.59,61.42,,,,99.85,,,,,,,,,,,1
78476,69.42,50.53,74.0,62.24,52.61,77.49,13.72,21.82,26.34,21.6,0.2,19.92,7.37,1.46,46.02,4.09,15.75,,,,87.26,12.6,,,,,,,,,0
62715,80.07,24.29,56.14,59.42,56.24,98.42,18.66,13.89,29.14,40.89,,69.97,11.61,20.35,,4.77,,,1.75,,,,,,,,,,,,1
42002,70.75,58.23,32.25,41.91,53.05,41.27,99.37,24.65,21.88,70.97,9.09,19.03,8.24,2.13,0.0,18.52,4.38,13.9,0.74,,1.82,,,0.0,,,,,,,1
20440,33.69,25.24,56.75,71.94,66.9,71.17,51.34,34.47,79.94,61.44,21.41,41.34,10.39,62.48,2.49,5.03,3.72,23.12,0.35,,0.0,,,,,,,,,,1
63263,6.71,38.2,23.75,15.5,9.64,38.61,0.62,66.69,0.82,18.16,34.81,40.15,,,,3.88,,,0.35,,,,,,,8.49,,,,,0
44955,,,,,,,,,,,,,,,,0.15,,,,,,,,,,,,,,,0
27254,79.95,91.48,75.05,99.66,86.34,99.04,38.24,92.23,57.17,96.14,74.7,29.76,99.99,63.5,4.1,55.93,0.45,,2.85,0.3,,,,,,8.71,,,,,1
139701,68.56,90.04,77.93,67.89,80.59,65.5,42.01,68.03,67.16,62.91,66.99,42.56,90.71,20.68,51.79,7.93,53.04,8.64,2.44,,14.28,,0.6,,,,2.63,,,,1
320084,0.82,5.15,50.86,2.21,11.83,9.27,4.65,6.28,,0.61,0.77,8.75,0.59,,,,,,,,,,,,,3.4,,,,,0
16516,58.21,18.14,95.42,50.15,58.26,45.61,98.53,17.8,54.69,37.74,98.68,13.44,4.04,3.42,12.43,3.03,0.94,7.21,,,,,,0.59,,,,,,,0
91464,51.57,26.97,17.14,72.59,59.11,78.86,0.0,53.97,9.88,12.88,16.24,78.37,10.88,22.62,1.72,1.77,14.09,,,,,,,3.55,,,,,,,0
156867,41.26,0.0,2.45,,1.37,,,0.0,,,17.17,,1.91,,,42.16,5.97,,,,,,,,,,,,,,0
7943,35.6,25.89,45.11,70.74,44.76,94.76,20.18,41.33,59.09,19.03,45.85,26.54,16.39,4.86,5.61,9.67,3.06,1.48,,,1.57,,,,,,,,,,0
66448,87.68,82.21,95.57,89.13,96.96,97.98,39.57,70.41,86.04,84.47,53.28,54.13,13.28,19.13,21.63,9.09,3.65,4.23,4.55,,,,,,,,,,,,1
