SERV_ID,INNET_DUR,ORG_DZS_ID,OFR_GRADE,CDE_OFR_CD,YD_CNT,TERMINAL_MODEL,BRAND_ID,MOBILE_PRICE,REL_AMT,PAY_MODE,OWE_AMOUNT,CUST_CNT,ZJ_CNT,BJ_CNT,ZJ_CNT_RATIO,ZJ_DUR,BJ_DUR,ZJ_DUR_RATIO,ZJ_PEOPLE_CNT,BJ_PEOPLE_CNT,ZJ_PEOPLE_RATIO,ZJ_AVG_CNT_RATIO,BJ_AVG_CNT_RATIO,ZJ_AVG_DUR,BJ_AVG_DUR,ZJ_CNT_DUR,BJ_CNT_DUR,ZJ_SHORT_CNT,ZJ_SHORT_CNT_RATIO,ZJ_MID_CNT,ZJ_MID_CNT_RATIO,ZJ_ROAM_CNT,ZJ_ROAM_CNT_RATIO,ZJ_LONG_CNT,ZJ_LONG_CNT_RATIO,ZJ_LONG_ROAM_RATIO,ZJ_ROAM_DUR,ZJ_ROAM_DUR_RATIO,ZJ_LONG_DUR,ZJ_LONG_DUR_RATIO,ZJ_LONG_ROAM_DUR_RATIO,ZJ_ROAM_AREA_CNT,ROAM_TOP_RATIO,SMS_CNT,DAY_CNT,FLOW_CNT,FLOW_MB,BASE_CNT,ZJ_BASE_TOP_RATIO,POINT_CNT,FLAG
1686,47,2621.0,169,2072,3.0,7,1,1999.0,182.85,2,0.0,3,372,310,0.5455,500.88,427.17,0.5397,60.0,59.0,0.5042,6.2,5.25,8.35,7.24,1.35,1.38,40.0,0.1075,182.0,0.4892,55,0.1478,46,0.1237,0.2715,84.67,0.169,45.05,0.0899,0.2589,4,0.6182,12,31.0,2235,27349.44,85,0.0914,0,0
14099,73,,99,1898,1.0,38,3,2698.0,110.1,2,0.0,1,68,105,0.3931,42.22,68.9,0.3799,20.0,37.0,0.3509,3.4,2.84,2.11,1.86,0.62,0.66,29.0,0.4265,30.0,0.4412,0,0.0,38,0.5588,0.5588,0.0,0.0,20.47,0.4848,0.4848,5,0.0,11,30.0,1328,10592.43,12,0.3676,2,0
14243,54,1724.0,129,1353,2.0,25,1,1399.0,129.0,2,0.0,3,1,2,0.3333,3.77,12.43,0.2325,1.0,1.0,0.5,1.0,2.0,3.77,12.43,3.77,6.22,0.0,0.0,0.0,0.0,0,0.0,1,1.0,1.0,0.0,0.0,3.77,1.0,1.0,1,0.0,0,4.0,53,13.45,1,1.0,0,0
19616,1,1423.0,199,1875,3.0,0,0,,0.0,2,0.0,3,1,0,1.0,2.2,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.2,0.0,2.2,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1,0.66,1,1.0,0,0
15874,13,13.0,129,1137,1.0,46,2,1298.0,129.0,2,0.0,3,1,0,1.0,0.75,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.75,0.0,0.75,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,1.0,1,0.04,1,1.0,0,0
5785,7,3128.0,129,1353,2.0,200,0,,16.2,2,0.0,2,22,18,0.55,19.73,9.83,0.6674,8.0,3.0,0.7273,2.75,6.0,2.47,3.28,0.9,0.55,5.0,0.2273,8.0,0.3636,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,39,29.0,471,5014.02,6,0.4091,0,0
12204,9,4.0,169,1628,4.0,36,1,2799.0,0.5,2,0.0,4,256,265,0.4914,321.65,301.93,0.5158,58.0,45.0,0.5631,4.41,5.89,5.55,6.71,1.26,1.14,27.0,0.1055,133.0,0.5195,0,0.0,7,0.0273,0.0273,0.0,0.0,26.45,0.0822,0.0822,1,0.0,5,,0,0.0,85,0.1172,1,0
1471,49,339.0,19,1206,1.0,115,2,1299.0,28.96,2,0.0,1,60,57,0.5128,136.15,117.1,0.5376,26.0,25.0,0.5098,2.31,2.28,5.24,4.68,2.27,2.05,3.0,0.05,23.0,0.3833,0,0.0,4,0.0667,0.0667,0.0,0.0,6.23,0.0458,0.0458,1,0.0,0,20.0,234,493.29,16,0.3,0,0
11209,23,5240.0,199,1900,4.0,150,3,3698.0,1.92,2,0.0,4,44,3,0.9362,181.25,2.47,0.9866,10.0,2.0,0.8333,4.4,1.5,18.13,1.23,4.12,0.82,3.0,0.0682,13.0,0.2955,44,1.0,6,0.1364,1.1364,181.25,1.0,3.5,0.0193,1.0193,1,0.1591,0,6.0,29,444.43,1,,8,0
4690,27,4894.0,129,1137,3.0,10,1,2799.0,3.06,2,0.0,3,146,192,0.432,292.23,295.0,0.4976,56.0,60.0,0.4828,2.61,3.2,5.22,4.92,2.0,1.54,8.0,0.0548,57.0,0.3904,139,0.9521,103,0.7055,1.6576,276.98,0.9478,160.95,0.5508,1.4986,10,0.6115,0,31.0,1748,1862.81,9,0.3904,2,0
8846,21,528.0,129,200,2.0,115,2,1299.0,0.0,2,0.0,2,76,37,0.6726,126.63,25.98,0.8297,15.0,11.0,0.5769,5.07,3.36,8.44,2.36,1.67,0.7,15.0,0.1974,38.0,0.5,1,0.0132,27,0.3553,0.3685,6.85,0.0541,94.35,0.7451,0.7992,3,16.0,3,4.0,52,20.66,7,0.6842,1,0
4966,50,603.0,79,1591,2.0,41,1,999.0,16.0,2,0.0,2,45,19,0.7031,116.02,90.43,0.562,9.0,8.0,0.5294,5.0,2.38,12.89,11.3,2.58,4.76,7.0,0.1556,19.0,0.4222,0,0.0,10,0.2222,0.2222,0.0,0.0,65.67,0.566,0.566,2,0.0,0,3.0,133,35.31,3,0.6444,0,0
18441,23,6795.0,129,1137,3.0,15,3,2998.0,129.1,2,0.0,2,61,249,0.1968,71.72,352.38,0.1691,25.0,57.0,0.3049,2.44,4.37,2.87,6.18,1.18,1.42,6.0,0.0984,36.0,0.5902,0,0.0,6,0.0984,0.0984,0.0,0.0,3.57,0.0497,0.0497,2,0.0,1,31.0,1059,1688.53,8,0.8361,1,0
19405,10,2501.0,99,1590,2.0,13,1,2999.0,109.0,2,0.0,2,7,28,0.2,7.83,29.07,0.2123,3.0,8.0,0.2727,2.33,3.5,2.61,3.63,1.12,1.04,2.0,0.2857,4.0,0.5714,0,0.0,4,0.5714,0.5714,0.0,0.0,5.8,0.7404,0.7404,1,0.0,0,31.0,1762,26635.81,4,0.4286,0,0
15023,17,126.0,129,1601,4.0,106,5,799.0,138.81,2,0.0,4,14,17,0.4516,10.77,28.32,0.2755,6.0,6.0,0.5,2.33,2.83,1.79,4.72,0.77,1.67,3.0,0.2143,10.0,0.7143,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,79,16.0,199,3175.32,7,0.5,2,0
13884,82,,129,200,2.0,73,3,1598.0,129.0,2,0.0,2,48,45,0.5161,78.35,36.12,0.6845,23.0,14.0,0.6216,2.09,3.21,3.41,2.58,1.63,0.8,7.0,0.1458,18.0,0.375,0,0.0,5,0.1042,0.1042,0.0,0.0,4.45,0.0568,0.0568,1,0.0,0,31.0,1318,787.15,14,0.375,1,0
15254,19,105.0,99,818,3.0,464,3,3198.0,45.0,2,0.0,3,44,35,0.557,131.87,128.27,0.5069,14.0,12.0,0.5385,3.14,2.92,9.42,10.69,3.0,3.66,4.0,0.0909,15.0,0.3409,5,0.1136,25,0.5682,0.6818,3.47,0.0263,112.68,0.8545,0.8808,2,4.8,0,31.0,881,1811.42,14,0.3409,0,0
3006,58,50.0,129,200,2.0,452,7,399.0,129.0,2,0.0,2,110,86,0.5612,187.93,71.45,0.7245,20.0,17.0,0.5405,5.5,5.06,9.4,4.2,1.71,0.83,15.0,0.1364,56.0,0.5091,0,0.0,19,0.1727,0.1727,0.0,0.0,69.37,0.3691,0.3691,2,0.0,0,22.0,303,366.02,14,0.7273,0,0
16134,99,,20,2321,2.0,202,12,299.0,20.0,2,0.0,2,32,17,0.6531,50.4,18.98,0.7264,15.0,11.0,0.5769,2.13,1.55,3.36,1.73,1.58,1.12,2.0,0.0625,15.0,0.4688,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,9,0.4375,1,0
12129,56,611.0,129,200,2.0,73,3,1598.0,129.0,2,0.0,2,37,23,0.6167,27.27,23.43,0.5378,6.0,16.0,0.2727,6.17,1.44,4.54,1.46,0.74,1.02,10.0,0.2703,18.0,0.4865,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,30.0,315,641.08,4,0.9189,0,0
18258,8,3945.0,79,1671,3.0,32,3,1798.0,1.0,2,0.0,3,12,40,0.2308,11.6,35.98,0.2438,4.0,8.0,0.3333,3.0,5.0,2.9,4.5,0.97,0.9,2.0,0.1667,7.0,0.5833,0,0.0,1,0.0833,0.0833,0.0,0.0,3.92,0.3376,0.3376,1,0.0,0,10.0,10,7.68,5,0.25,0,0
11398,48,20.0,169,1557,4.0,190,7,399.0,1.3,2,0.0,4,28,5,0.8485,10.85,1.35,0.8893,5.0,3.0,0.625,5.6,1.67,2.17,0.45,0.39,0.27,15.0,0.5357,10.0,0.3571,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,21.0,1334,35.01,4,0.7857,1,0
2644,9,7115.0,129,1601,2.0,437,0,,118.26,2,0.0,2,59,43,0.5784,71.57,72.27,0.4976,13.0,12.0,0.52,4.54,3.58,5.51,6.02,1.21,1.68,3.0,0.0508,32.0,0.5424,0,0.0,13,0.2203,0.2203,0.0,0.0,9.75,0.1362,0.1362,2,0.0,0,13.0,261,1665.35,8,0.4237,0,0
8424,49,3288.0,169,1557,3.0,224,3,1998.0,1.1,2,0.0,3,11,1,0.9167,39.98,2.88,0.9327,4.0,1.0,0.8,2.75,1.0,10.0,2.88,3.63,2.88,0.0,0.0,5.0,0.4545,11,1.0,0,0.0,1.0,39.98,1.0,0.0,0.0,1.0,0,0.0909,0,,0,0.0,1,,0,0
3548,93,,129,1353,2.0,204,8,5799.0,129.0,2,0.0,2,42,73,0.3652,39.53,63.47,0.3838,29.0,38.0,0.4328,1.45,1.92,1.36,1.67,0.94,0.87,7.0,0.1667,24.0,0.5714,0,0.0,5,0.119,0.119,0.0,0.0,13.98,0.3537,0.3537,3,0.0,0,12.0,33,68.9,13,0.2857,1,0
17660,18,2398.0,169,2072,3.0,36,1,2799.0,0.0,2,0.0,3,240,131,0.6469,246.75,130.5,0.6541,87.0,36.0,0.7073,2.76,3.64,2.84,3.63,1.03,1.0,28.0,0.1167,138.0,0.575,0,0.0,37,0.1542,0.1542,0.0,0.0,28.15,0.1141,0.1141,16,0.0,0,31.0,911,2037.65,24,0.65,1,0
12494,23,3934.0,199,185,3.0,74,0,,199.0,2,0.0,3,61,88,0.4094,119.37,106.78,0.5278,25.0,16.0,0.6098,2.44,5.5,4.77,6.67,1.96,1.21,9.0,0.1475,26.0,0.4262,7,0.1148,9,0.1475,0.2623,34.02,0.285,35.25,0.2953,0.5803,5,0.4286,3,30.0,1294,7637.96,11,0.6885,0,0
19350,13,1851.0,79,1671,3.0,30,2,2599.0,79.1,2,0.0,4,160,75,0.6809,640.43,155.32,0.8048,48.0,33.0,0.5926,3.33,2.27,13.34,4.71,4.0,2.07,6.0,0.0375,47.0,0.2938,0,0.0,5,0.0313,0.0313,0.0,0.0,10.98,0.0171,0.0171,2,0.0,8,,0,0.0,27,0.2563,0,0
13792,8,1.0,5,1193,1.0,17,4,6388.0,116.8,2,0.0,1,121,195,0.3829,98.02,141.87,0.4086,32.0,59.0,0.3516,3.78,3.31,3.06,2.4,0.81,0.73,22.0,0.1818,71.0,0.5868,0,0.0,15,0.124,0.124,0.0,0.0,19.17,0.1955,0.1955,5,0.0,21,30.0,2344,65800.58,11,0.4959,0,0
4853,10,1532.0,129,1353,4.0,1,0,,1.0,2,0.0,4,21,31,0.4038,66.1,68.35,0.4916,11.0,18.0,0.3793,1.91,1.72,6.01,3.8,3.15,2.2,2.0,0.0952,7.0,0.3333,0,0.0,3,0.1429,0.1429,0.0,0.0,1.45,0.0219,0.0219,1,0.0,0,10.0,18,0.08,3,0.8571,0,0
12986,3,4425.0,15,2050,1.0,48,3,3498.0,19.0,2,0.0,1,1,2,0.3333,0.15,1.3,0.1034,1.0,2.0,0.3333,1.0,1.0,0.15,0.65,0.15,0.65,1.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,4.0,16,209.5,1,1.0,0,0
18823,9,3519.0,129,1137,3.0,86,3,2798.0,36.3,2,0.0,3,28,9,0.7568,224.43,66.93,0.7703,11.0,7.0,0.6111,2.55,1.29,20.4,9.56,8.02,7.44,0.0,0.0,4.0,0.1429,28,1.0,16,0.5714,1.5714,224.43,1.0,68.4,0.3048,1.3048,4,0.4286,3,10.0,185,1260.53,1,,0,0
13427,5,6107.0,59,353,2.0,89,3,2498.0,147.1,2,0.0,2,5,12,0.2941,3.85,6.3,0.3793,2.0,3.0,0.4,2.5,4.0,1.93,2.1,0.77,0.53,1.0,0.2,2.0,0.4,5,1.0,5,1.0,2.0,3.85,1.0,3.85,1.0,2.0,2,0.8,0,14.0,257,2437.75,1,,0,0
18753,3,3999.0,129,1353,4.0,0,0,,279.43,2,0.0,4,5,2,0.7143,1.93,0.6,0.7632,2.0,2.0,0.5,2.5,1.0,0.97,0.3,0.39,0.3,1.0,0.2,4.0,0.8,5,1.0,0,0.0,1.0,1.93,1.0,0.0,0.0,1.0,0,4.6,0,30.0,649,3121.84,1,,0,0
4923,82,,129,1353,2.0,512,41,1499.0,1.0,2,0.0,2,31,46,0.4026,48.45,228.6,0.1749,10.0,14.0,0.4167,3.1,3.29,4.85,16.33,1.56,4.97,8.0,0.2581,10.0,0.3226,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,2,22.0,628,1010.64,9,0.3548,0,0
9714,73,240.0,129,1137,2.0,2,4,5288.0,129.1,2,0.0,2,159,331,0.3245,143.23,306.38,0.3186,52.0,106.0,0.3291,3.06,3.12,2.75,2.89,0.9,0.93,42.0,0.2642,83.0,0.522,0,0.0,23,0.1447,0.1447,0.0,0.0,32.57,0.2274,0.2274,6,0.0,1,31.0,1615,25677.76,35,0.3208,0,0
3484,2,4943.0,99,1897,2.0,3,1,1599.0,108.99,2,0.0,2,15,3,0.8333,29.03,2.98,0.9068,8.0,3.0,0.7273,1.88,1.0,3.63,0.99,1.94,0.99,4.0,0.2667,8.0,0.5333,0,0.0,2,0.1333,0.1333,0.0,0.0,21.77,0.7497,0.7497,1,0.0,0,30.0,1070,6517.46,2,0.5333,0,0
9771,56,21.0,96,1162,1.0,250,8,299.0,234.8,2,0.0,3,1352,1388,0.4934,755.15,1013.95,0.4269,128.0,149.0,0.4621,10.56,9.32,5.9,6.81,0.56,0.73,377.0,0.2788,822.0,0.608,0,0.0,62,0.0459,0.0459,0.0,0.0,42.27,0.056,0.056,15,0.0,2,,0,0.0,21,0.6893,0,0
7817,87,,169,988,2.0,28,1,3499.0,179.0,2,0.0,2,190,172,0.5249,120.78,112.48,0.5178,44.0,55.0,0.4444,4.32,3.13,2.75,2.05,0.64,0.65,71.0,0.3737,99.0,0.5211,0,0.0,2,0.0105,0.0105,0.0,0.0,1.98,0.0164,0.0164,3,0.0,1,31.0,540,994.29,13,0.5474,0,0
3424,7,9550.0,79,1671,2.0,110,7,599.0,79.0,2,0.0,2,11,39,0.22,30.42,102.65,0.2286,6.0,16.0,0.2727,1.83,2.44,5.07,6.42,2.77,2.63,0.0,0.0,4.0,0.3636,0,0.0,2,0.1818,0.1818,0.0,0.0,7.4,0.2433,0.2433,1,0.0,1,,0,0.0,2,0.9091,0,0
20536,37,279.0,19,2527,1.0,126,0,,30.2,2,0.0,3,82,148,0.3565,278.98,958.4,0.2255,20.0,24.0,0.4545,4.1,6.17,13.95,39.93,3.4,6.48,11.0,0.1341,25.0,0.3049,0,0.0,31,0.378,0.378,0.0,0.0,180.15,0.6457,0.6457,5,0.0,16,10.0,99,198.22,13,0.4146,2,0
20490,2,70.0,199,1875,2.0,382,0,,199.6,2,0.0,2,968,110,0.898,550.12,62.87,0.8974,805.0,101.0,0.8885,1.2,1.09,0.68,0.62,0.57,0.57,349.0,0.3605,489.0,0.5052,0,0.0,220,0.2273,0.2273,0.0,0.0,129.18,0.2348,0.2348,67,0.0,6,31.0,1258,2178.96,114,0.0341,0,0
1324,33,1064.0,199,1659,2.0,26,1,1799.0,15.0,2,0.0,4,1,0,1.0,0.3,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,1.0,1.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,8.0,62,113.47,1,1.0,0,0
20543,25,232.0,169,988,2.0,22,1,2799.0,199.0,2,8.66,2,289,236,0.5505,265.65,201.55,0.5686,66.0,48.0,0.5789,4.38,4.92,4.03,4.2,0.92,0.85,41.0,0.1419,173.0,0.5986,10,0.0346,19,0.0657,0.1003,2.88,0.0109,29.2,0.1099,0.1208,4,1.2,8,31.0,1169,2422.65,53,0.3114,0,0
10600,7,7264.0,99,1897,2.0,59,2,1799.0,59.0,2,0.0,2,108,105,0.507,96.58,77.2,0.5558,46.0,26.0,0.6389,2.35,4.04,2.1,2.97,0.89,0.74,23.0,0.213,49.0,0.4537,0,0.0,1,0.0093,0.0093,0.0,0.0,0.68,0.0071,0.0071,1,0.0,2,28.0,204,872.06,30,0.1667,0,0
17621,24,1324.0,199,1900,3.0,21,7,359.0,1.0,2,0.0,4,45,32,0.5844,52.52,24.4,0.6828,10.0,12.0,0.4545,4.5,2.67,5.25,2.03,1.17,0.76,11.0,0.2444,28.0,0.6222,0,0.0,2,0.0444,0.0444,0.0,0.0,24.15,0.4599,0.4599,1,0.0,0,,0,0.0,2,0.9778,0,0
14737,57,24.0,129,1137,3.0,88,3,2598.0,29.1,2,0.0,3,448,457,0.495,408.1,431.1,0.4863,85.0,99.0,0.462,5.27,4.62,4.8,4.35,0.91,0.94,75.0,0.1674,244.0,0.5446,44,0.0982,47,0.1049,0.2031,38.35,0.094,47.0,0.1152,0.2092,5,0.5682,22,17.0,326,242.4,69,0.2522,0,0
9955,51,545.0,129,1137,3.0,120,24,299.0,1.0,2,0.0,3,8,9,0.4706,8.53,26.68,0.2423,8.0,4.0,0.6667,1.0,2.25,1.07,6.67,1.07,2.96,1.0,0.125,4.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,1.0,2,0
3547,5,439.0,59,353,1.0,148,6,3500.0,59.0,2,0.0,1,10,1,0.9091,52.63,5.8,0.9007,4.0,1.0,0.8,2.5,1.0,13.16,5.8,5.26,5.8,1.0,0.1,1.0,0.1,0,0.0,5,0.5,0.5,0.0,0.0,36.58,0.6951,0.6951,2,0.0,0,8.0,145,1402.82,3,0.7,0,0
9592,32,973.0,129,200,2.0,47,3,1998.0,129.1,2,0.0,2,244,120,0.6703,214.75,99.8,0.6827,33.0,34.0,0.4925,7.39,3.53,6.51,2.94,0.88,0.83,44.0,0.1803,134.0,0.5492,0,0.0,38,0.1557,0.1557,0.0,0.0,33.52,0.1561,0.1561,3,0.0,1,30.0,668,472.22,9,0.8852,2,0
19368,33,1989.0,39,266,1.0,67,6,1599.0,39.0,2,0.6,1,4,5,0.4444,3.42,6.22,0.3547,4.0,5.0,0.4444,1.0,1.0,0.85,1.24,0.85,1.24,1.0,0.25,2.0,0.5,3,0.75,4,1.0,1.75,2.65,0.7756,3.42,1.0,1.7756,4,0.3333,0,27.0,432,728.61,2,0.75,1,0
19191,102,,59,720,1.0,2,4,5288.0,62.45,2,0.0,1,98,106,0.4804,163.4,122.23,0.5721,34.0,37.0,0.4789,2.88,2.86,4.81,3.3,1.67,1.15,12.0,0.1224,50.0,0.5102,0,0.0,21,0.2143,0.2143,0.0,0.0,81.43,0.4984,0.4984,6,0.0,2,31.0,1055,2839.19,18,0.2857,0,0
5324,4,3929.0,15,2050,1.0,3,1,1599.0,48.3,2,0.0,1,2,4,0.3333,1.72,3.87,0.3075,2.0,3.0,0.4,1.0,1.33,0.86,1.29,0.86,0.97,0.0,0.0,1.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,3,31.0,1695,21566.43,2,0.5,0,0
4621,4,6636.0,129,1137,1.0,161,11,1599.0,129.0,2,0.0,2,9,5,0.6429,53.8,4.2,0.9276,6.0,3.0,0.6667,1.5,1.67,8.97,1.4,5.98,0.84,2.0,0.2222,2.0,0.2222,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,5,0.3333,0,0
17974,3,807.0,169,2072,2.0,40,9,1099.0,0.0,2,0.0,2,12,10,0.5455,93.02,68.7,0.5752,6.0,4.0,0.6,2.0,2.5,15.5,17.18,7.75,6.87,0.0,0.0,6.0,0.5,0,0.0,8,0.6667,0.6667,0.0,0.0,87.25,0.938,0.938,2,0.0,0,21.0,763,49.15,6,0.3333,0,0
4916,5,1300.0,129,1353,3.0,189,2,1999.0,1.0,2,0.0,3,25,30,0.4545,162.98,260.83,0.3846,7.0,12.0,0.3684,3.57,2.5,23.28,21.74,6.52,8.69,2.0,0.08,2.0,0.08,0,0.0,11,0.44,0.44,0.0,0.0,116.58,0.7153,0.7153,1,0.0,0,2.0,8,9.46,3,0.92,2,0
15863,6,792.0,129,1353,3.0,13,1,2999.0,129.2,2,0.0,3,25,3,0.8929,90.93,2.05,0.978,11.0,3.0,0.7857,2.27,1.0,8.27,0.68,3.64,0.68,1.0,0.04,7.0,0.28,0,0.0,9,0.36,0.36,0.0,0.0,18.23,0.2005,0.2005,5,0.0,1,29.0,291,1630.76,4,0.8,0,0
18424,9,56.0,9,2466,1.0,7,1,1999.0,127.4,2,0.0,1,16,16,0.5,10.93,15.68,0.4108,8.0,11.0,0.4211,2.0,1.45,1.37,1.43,0.68,0.98,4.0,0.25,11.0,0.6875,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,131,30.0,1808,38681.55,5,0.3125,0,0
6741,42,6939.0,29,1149,1.0,7,1,1999.0,52.3,2,0.0,1,47,67,0.4123,58.63,100.5,0.3685,24.0,29.0,0.4528,1.96,2.31,2.44,3.47,1.25,1.5,4.0,0.0851,23.0,0.4894,0,0.0,4,0.0851,0.0851,0.0,0.0,4.03,0.0688,0.0688,3,0.0,1,31.0,606,1782.38,13,0.4043,0,0
7741,6,3899.0,129,1137,2.0,45,3,999.0,166.5,2,0.0,2,129,173,0.4272,96.97,112.65,0.4626,31.0,31.0,0.5,4.16,5.58,3.13,3.63,0.75,0.65,22.0,0.1705,82.0,0.6357,0,0.0,13,0.1008,0.1008,0.0,0.0,12.35,0.1274,0.1274,3,0.0,1,31.0,917,906.7,11,0.5969,0,0
1992,32,146.0,9,1862,1.0,384,14,599.0,9.0,2,0.0,1,1,9,0.1,2.95,34.07,0.0797,1.0,5.0,0.1667,1.0,1.8,2.95,6.81,2.95,3.79,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,1.0,0,0
13034,26,917.0,99,2269,3.0,265,8,6188.0,91.4,2,0.0,3,111,165,0.4022,156.98,148.37,0.5141,13.0,46.0,0.2203,8.54,3.59,12.08,3.23,1.41,0.9,19.0,0.1712,51.0,0.4595,2,0.018,106,0.955,0.973,1.65,0.0105,151.33,0.964,0.9745,4,27.5,8,31.0,1004,4532.82,31,0.3423,0,0
4344,28,319.0,169,2072,3.0,3,1,1599.0,10.0,2,0.0,3,3,4,0.4286,2.03,3.72,0.3536,2.0,3.0,0.4,1.5,1.33,1.02,1.24,0.68,0.93,1.0,0.3333,1.0,0.3333,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,22.0,260,2511.26,3,0.3333,0,0
5496,72,2202.0,79,1671,2.0,105,2,2999.0,1.0,2,0.0,3,25,32,0.4386,49.77,47.17,0.5134,11.0,20.0,0.3548,2.27,1.6,4.52,2.36,1.99,1.47,3.0,0.12,9.0,0.36,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,12,0.32,0,0
9344,28,225.0,129,1137,2.0,6,1,2799.0,129.0,2,0.0,2,155,155,0.5,160.77,170.93,0.4847,43.0,47.0,0.4778,3.6,3.3,3.74,3.64,1.04,1.1,21.0,0.1355,88.0,0.5677,11,0.071,50,0.3226,0.3936,5.08,0.0316,61.23,0.3809,0.4125,6,2.4545,0,31.0,677,6611.98,14,0.7161,0,0
11065,34,207.0,129,1353,4.0,435,11,980.0,129.0,2,0.0,4,21,2,0.913,70.55,1.02,0.9858,8.0,2.0,0.8,2.63,1.0,8.82,0.51,3.36,0.51,4.0,0.1905,10.0,0.4762,0,0.0,3,0.1429,0.1429,0.0,0.0,4.13,0.0586,0.0586,2,0.0,0,2.0,16,6.35,2,0.9524,2,0
18090,78,1015.0,79,1671,1.0,547,5,2199.0,79.1,2,0.0,1,21,25,0.4565,32.52,74.18,0.3047,10.0,15.0,0.4,2.1,1.67,3.25,4.95,1.55,2.97,1.0,0.0476,11.0,0.5238,0,0.0,4,0.1905,0.1905,0.0,0.0,13.28,0.4085,0.4085,3,0.0,0,30.0,489,2563.61,6,0.381,2,0
2296,37,1610.0,169,1557,3.0,78,6,1299.0,113.87,2,0.0,3,2,2,0.5,1.73,0.42,0.8062,1.0,2.0,0.3333,2.0,1.0,1.73,0.21,0.87,0.21,0.0,0.0,1.0,0.5,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1,27.0,391,2995.13,2,0.5,1,0
19146,53,9005.0,199,1659,2.0,7,1,1999.0,206.9,2,0.0,2,192,384,0.3333,623.5,856.65,0.4212,92.0,138.0,0.4,2.09,2.78,6.78,6.21,3.25,2.23,21.0,0.1094,80.0,0.4167,0,0.0,24,0.125,0.125,0.0,0.0,64.8,0.1039,0.1039,9,0.0,67,31.0,1182,10037.93,2,0.0781,0,0
5780,13,439.0,79,1671,2.0,3,1,1599.0,1.0,2,0.0,4,4,2,0.6667,3.9,5.65,0.4084,4.0,2.0,0.6667,1.0,1.0,0.98,2.83,0.98,2.83,0.0,0.0,3.0,0.75,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,,0,0.0,1,1.0,1,0
5056,64,30.0,129,1557,4.0,726,0,,129.7,2,0.0,4,38,40,0.4872,28.67,30.33,0.4859,14.0,21.0,0.4,2.71,1.9,2.05,1.44,0.75,0.76,9.0,0.2368,20.0,0.5263,0,0.0,4,0.1053,0.1053,0.0,0.0,1.88,0.0657,0.0657,3,0.0,3,25.0,613,988.21,10,0.1842,0,0
11733,26,6.0,129,200,2.0,149,1,3299.0,169.0,2,0.0,5,89,136,0.3956,89.93,132.52,0.4043,19.0,8.0,0.7037,4.68,17.0,4.73,16.56,1.01,0.97,13.0,0.1461,45.0,0.5056,1,0.0112,3,0.0337,0.0449,0.72,0.008,1.55,0.0172,0.0252,2,2.0,0,31.0,1678,39917.18,27,0.2584,0,0
5803,13,719.0,129,1353,1.0,22,1,2799.0,129.0,2,0.0,2,130,15,0.8966,118.33,11.17,0.9138,104.0,11.0,0.9043,1.25,1.36,1.14,1.02,0.91,0.74,7.0,0.0538,88.0,0.6769,0,0.0,15,0.1154,0.1154,0.0,0.0,20.95,0.177,0.177,10,0.0,0,20.0,30,5.78,4,0.8385,0,0
